,URW NA Equity,VIE FP Equity,VIV FP Equity,ORA FP Equity,EN FP Equity,SOLB BB Equity,AC FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,LG FP Equity,ENGI FP Equity,FR FP Equity,FTI FP Equity,STM FP Equity,SU FP Equity,SW FP Equity,ACA FP Equity,AI FP Equity,AIR FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,SGO FP Equity,LI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,GLE FP Equity,GTO NA Equity,HOLN FP Equity,KER FP Equity,ALO FP Equity,ALU FP Equity,ATO FP Equity,BN FP Equity,TEC FP Equity,TTE FP Equity,UG FP Equity,UL NA Equity,MT NA Equity,NOKIA FP Equity,OR FP Equity,BNP FP Equity,CA FP Equity,CAP FP Equity,CS FP Equity,DG FP Equity,DSY FP Equity,EDF FP Equity,EL FP Equity
2016-01-08,223.1,20.397,5.4512,15.3,35.715,86.63,37.025,55.2,99.16,301.45,59.96,15.05,42.8167,,5.58,49.655,87.61,10.015,69.5933,58.76,83.77,59.61,74.2653,36.12,38.545,49.46,135.35,20.36,38.905,50.58,42.52,132.88,25.6201,3.71,54.6792,59.73,38.54,37.35,14.22,223.1,7.8676,6.764,149.6,48.0,25.15,79.85,23.245,56.86,13.882,11.0197,110.95
2016-01-11,224.5,20.5465,5.4425,15.19,35.475,85.14,37.075,54.41,99.21,300.0,59.96,15.055,42.8833,,5.73,48.705,88.11,10.055,68.7591,58.11,84.76,58.61,73.2508,36.145,38.425,48.915,135.2,20.315,38.865,50.71,41.225,132.32,25.736,3.72,54.649,58.74,37.98,37.35,14.295,224.5,7.7606,6.813,148.5,47.9,24.815,80.68,23.365,58.09,13.754,11.0862,108.35
2016-01-12,226.4,20.8743,5.5486,15.82,35.835,87.16,37.455,54.92,100.15,304.7,59.96,15.12,44.0333,,5.731,49.01,88.82,10.17,70.6983,59.0,87.22,59.33,73.947,36.76,38.87,50.18,139.45,20.71,39.245,55.15,41.285,134.6,25.9168,3.77,55.4354,60.27,38.49,37.25,14.975,226.4,7.4559,6.866,150.2,48.945,25.095,82.8,23.69,59.04,14.066,10.6031,111.8
2016-01-13,227.95,20.9563,5.5529,15.755,35.97,85.52,37.225,53.56,100.55,302.2,59.96,15.27,42.7167,,5.658,49.085,91.22,10.175,71.035,59.49,86.66,59.62,74.2752,36.62,39.205,50.32,137.75,20.73,39.565,57.76,41.46,133.34,25.7962,3.78,55.3295,60.96,39.4,37.85,14.75,227.95,7.2232,6.86,151.0,48.855,25.3,82.2,23.925,59.48,13.802,10.7139,112.0
2016-01-14,224.0,20.3295,5.4744,15.485,35.505,85.02,35.15,52.49,98.64,295.6,59.96,14.91,41.0,,5.536,48.06,86.6,10.045,70.1641,58.01,77.75,57.96,72.9027,35.92,38.415,49.665,137.0,20.3975,38.2,56.64,40.075,131.53,25.8101,3.71,54.2936,59.57,39.78,38.83,14.005,224.0,7.6396,6.774,147.85,47.095,24.96,81.41,23.395,58.09,13.55,10.6917,109.5
2016-01-15,221.15,19.8523,5.4657,15.365,35.11,81.06,34.365,51.7,97.09,296.35,59.96,14.295,39.3167,,5.255,46.38,85.59,9.7,69.0299,56.15,75.13,55.38,71.1125,35.46,37.79,48.55,137.4,19.76,35.98,55.06,38.655,131.21,25.4995,3.63,52.8947,58.96,38.425,37.655,13.645,221.15,7.1023,6.603,145.8,45.38,24.615,78.65,22.77,57.4,12.898,10.5233,107.75
2016-01-18,219.6,19.7896,5.425,15.12,34.64,79.06,34.27,51.24,96.51,293.95,59.96,13.955,39.3833,,5.343,46.205,86.23,9.059,68.4371,55.85,74.17,55.29,71.8783,35.625,37.335,48.565,136.75,19.95,34.905,54.44,38.66,132.41,25.2399,3.56,52.3956,58.68,37.855,38.08,13.575,219.6,7.3256,6.501,146.3,44.33,24.105,78.33,22.39,57.34,13.046,10.1509,109.45
2016-01-19,222.05,20.2669,5.4759,15.405,35.255,77.8,34.745,51.99,98.73,301.25,59.96,14.265,40.6667,,5.549,47.85,87.27,9.282,68.5469,56.72,76.62,56.23,74.3846,36.705,37.59,49.255,140.0,20.1825,35.84,56.42,38.88,139.9,24.1086,3.64,53.734,59.71,38.295,38.62,13.85,222.05,7.7467,6.612,149.2,44.18,24.26,80.28,22.9,59.05,13.356,10.3814,111.15
2016-01-20,215.75,19.8619,5.3044,14.81,34.195,74.71,32.975,50.45,96.95,291.6,59.96,13.765,39.2,,5.494,45.93,84.04,8.836,67.72,54.36,74.5,54.33,72.7933,35.5,36.09,47.49,134.65,19.5775,34.26,55.96,37.315,135.71,24.1411,3.56,52.4409,58.17,36.125,36.52,13.195,215.75,7.0674,6.503,144.3,42.845,23.4,78.51,21.795,57.21,13.16,9.7653,107.3
2016-01-21,218.6,20.0162,5.4672,15.16,34.72,76.93,32.235,51.34,100.25,292.9,59.96,13.995,39.7833,,5.632,47.595,84.53,9.043,68.6786,55.53,77.77,56.33,74.0465,36.09,36.565,47.27,139.2,20.005,34.25,57.66,38.01,136.64,24.7113,3.6,53.3484,58.44,38.965,37.61,13.895,218.6,7.7978,6.548,146.15,43.385,23.8,80.76,22.065,58.25,13.378,10.2041,108.5
2016-01-22,228.65,20.4886,5.6881,15.835,35.69,78.46,33.155,52.8,103.2,303.85,59.96,14.42,40.9,,5.818,49.175,87.79,9.28,70.53,56.95,79.08,58.64,75.787,37.39,38.43,48.79,143.15,20.4425,35.885,59.13,40.175,142.41,23.4456,3.68,54.8229,59.61,40.775,39.26,13.85,228.65,7.6745,6.693,150.5,44.45,25.3,83.04,22.45,60.22,13.682,10.572,111.25
2016-01-25,230.35,20.6043,5.7027,15.8,35.4,76.89,32.965,52.44,102.7,306.1,59.96,14.175,40.75,,5.86,47.09,87.84,9.041,69.9519,57.32,78.66,59.26,75.976,36.595,38.715,48.345,143.9,20.27,34.91,58.25,38.25,140.87,22.8337,3.67,54.6641,60.18,38.945,38.525,13.695,230.35,7.7909,6.636,152.1,43.175,25.01,84.35,22.45,61.63,14.046,10.3327,112.8
2016-01-26,229.7,20.7345,5.7405,15.86,35.39,77.86,33.75,52.22,103.8,305.15,59.96,14.38,41.3667,,6.015,48.525,88.09,9.263,70.047,57.42,80.94,58.94,76.4633,36.915,39.225,48.995,144.9,21.155,35.75,56.61,38.57,142.13,22.1058,3.69,54.5129,60.39,40.445,39.65,14.16,229.7,8.3492,6.717,152.55,44.045,25.0,84.49,22.445,61.37,13.946,10.6341,112.45
2016-01-27,227.15,20.99,5.8408,16.3,36.05,76.07,33.97,53.88,104.0,311.65,59.96,14.6,41.35,,6.276,48.94,89.0,9.186,69.5787,55.46,81.29,58.0,76.7418,37.32,38.55,49.395,146.1,21.3125,35.365,55.87,39.065,143.06,22.8615,3.68,54.838,61.44,40.725,40.15,14.135,227.15,8.3678,6.681,154.25,44.16,25.275,84.08,22.53,62.61,14.098,10.4125,113.85
2016-01-28,226.4,20.8213,5.819,15.905,35.67,75.59,34.65,54.0,103.65,307.05,59.96,14.555,40.3,,6.096,48.385,88.62,8.928,69.2494,55.02,77.88,57.35,74.6233,37.1,38.525,48.975,143.7,20.87,34.19,54.83,38.49,140.69,22.7409,3.54,53.613,61.28,43.23,40.215,13.8,226.4,8.5981,6.461,152.8,42.915,25.3,81.23,22.155,61.84,13.802,10.541,111.25
2016-01-29,232.0,21.3998,5.8233,16.33,36.065,76.09,35.0,55.27,107.95,313.55,59.96,14.695,39.8167,,6.016,49.11,90.16,9.196,69.6812,57.82,77.93,59.66,76.1351,37.935,39.9,50.72,148.2,21.015,35.18,55.36,38.96,144.13,22.9171,3.65,55.0119,63.45,42.84,40.92,13.66,232.0,8.0933,6.6,157.55,43.725,26.23,84.08,22.77,62.42,14.238,10.674,114.35
2016-02-01,228.7,21.8578,5.5122,16.345,36.05,75.0,35.285,55.14,108.7,312.8,59.96,14.685,40.3333,,5.821,49.3,91.49,9.105,69.4177,57.85,78.64,58.3,76.334,37.45,39.83,50.75,147.75,21.055,34.785,54.82,37.895,145.89,22.5555,3.23,54.7473,63.35,43.235,40.0,13.585,228.7,7.9932,5.859,157.45,43.33,26.495,85.08,22.515,63.64,14.236,10.4701,115.6
2016-02-02,225.0,21.5589,5.4628,16.275,35.345,71.84,34.11,54.49,107.05,309.25,59.96,14.32,38.3333,,5.484,48.38,89.68,8.653,68.803,55.35,77.16,55.84,74.862,36.3,38.795,49.855,145.2,20.7375,32.575,55.11,36.275,142.41,22.4396,3.181,54.165,63.22,41.27,38.205,13.105,225.0,7.5652,5.776,156.4,40.875,26.27,83.41,21.97,62.84,14.004,10.2485,115.4
2016-02-03,231.65,21.2889,5.3596,16.015,34.5,71.94,33.275,53.36,105.95,317.7,59.96,14.075,38.1667,,5.319,47.525,89.44,8.355,69.2055,53.9,75.37,55.21,73.0817,35.65,39.155,49.875,151.75,20.58,31.6,54.83,35.64,142.22,22.0177,3.19,52.1309,62.17,41.71,38.42,12.975,231.65,7.749,5.741,154.1,39.55,25.145,82.6,20.89,61.08,13.962,10.0667,111.65
2016-02-04,231.15,21.0768,5.2651,15.675,34.415,74.2,33.175,53.89,103.9,317.55,59.96,14.155,36.8167,,5.349,49.35,88.94,8.61,69.769,53.81,72.88,54.75,71.9976,35.73,38.595,49.635,152.8,20.5625,31.98,55.05,34.755,141.76,21.415,3.13,52.146,61.75,43.805,39.235,12.675,231.15,8.5795,5.657,154.0,40.965,24.92,81.91,20.905,60.29,13.732,10.4213,109.85
2016-02-05,225.5,20.6236,5.1256,15.205,34.15,75.46,33.335,53.17,101.1,314.65,59.96,14.035,37.4667,,5.159,50.9,89.49,8.644,69.7616,54.06,73.42,54.31,71.3114,35.515,38.085,49.275,152.7,20.605,32.11,54.74,35.04,143.99,20.7659,3.1,50.7774,60.76,44.35,38.905,12.815,225.5,8.1049,5.461,153.2,41.575,24.765,79.1,20.33,60.75,13.394,10.6474,107.75
2016-02-08,222.2,19.968,4.8741,14.81,32.32,71.79,31.155,51.46,100.3,307.9,59.96,13.905,36.1667,,4.824,49.11,83.9,8.212,67.6175,51.13,69.22,51.14,69.5311,33.195,36.93,46.93,151.7,20.17,30.145,52.63,32.485,140.55,19.8525,3.12,48.1761,60.25,42.665,38.17,12.305,222.2,7.5047,5.232,150.05,39.3,24.24,73.59,19.585,59.36,12.874,10.2307,105.6
2016-02-09,217.65,19.751,4.8843,14.75,32.2,71.76,30.995,52.04,98.26,297.95,59.96,13.875,35.6667,,4.742,48.765,84.03,7.839,68.1663,51.22,68.99,51.04,68.5663,32.435,35.72,46.205,147.75,20.1125,28.825,52.86,30.955,138.22,19.3472,3.02,48.9096,59.58,40.515,36.805,12.12,217.65,6.6952,5.23,147.95,37.9,23.53,73.35,19.035,59.23,13.074,9.7653,104.55
2016-02-10,221.7,19.9583,4.9918,14.965,32.41,74.19,31.97,52.72,99.58,302.3,59.96,13.96,36.75,,4.789,48.5,84.8,8.209,69.2713,52.37,71.67,51.1,68.3376,33.225,37.24,46.03,148.2,20.295,31.415,52.9,32.815,139.25,19.4167,3.02,49.9985,59.33,39.49,36.52,12.3,221.7,6.5509,5.286,151.0,39.755,23.625,73.6,20.3,59.84,13.346,9.6101,106.85
2016-02-11,212.7,19.2304,4.8683,14.64,31.295,71.86,29.96,53.65,92.89,295.35,59.96,13.145,35.3,,4.675,46.255,81.75,7.667,67.676,49.96,68.85,49.145,66.9054,32.07,36.21,43.085,142.55,19.6075,27.465,50.5,30.725,133.53,18.6054,3.03,47.3821,58.14,38.13,35.325,11.925,212.7,6.1043,5.175,146.7,37.36,22.295,68.97,18.885,58.21,12.874,9.0782,103.0
2016-02-12,214.4,19.4859,5.0107,14.895,32.01,74.5,31.0,55.62,93.31,299.0,59.96,13.35,34.8667,,4.737,46.03,83.63,7.993,68.6786,51.31,68.33,50.51,68.4271,33.01,36.41,42.34,146.0,19.8025,28.4,51.26,32.26,135.44,18.6564,2.9,47.5636,58.6,40.0,38.0,11.94,214.4,6.6184,5.21,150.15,39.57,22.63,69.21,19.35,58.63,13.152,9.2467,104.1
2016-02-15,220.2,20.021,5.1227,15.36,34.18,77.26,32.115,57.05,95.49,310.5,59.96,13.76,36.85,,4.852,47.615,87.57,8.354,70.6178,53.38,73.57,52.16,69.4117,33.845,37.225,43.825,151.45,20.4225,29.525,52.83,33.51,143.52,19.3982,2.92,48.2593,60.03,40.78,38.625,12.77,220.2,7.0162,5.248,153.65,40.61,23.38,72.06,20.15,60.36,13.592,9.1314,108.0
2016-02-16,220.15,20.0307,5.1968,15.38,33.715,76.25,32.68,57.67,93.98,309.65,59.96,13.91,37.6167,,4.798,48.03,88.63,8.384,67.2004,53.78,74.06,52.3,69.0736,33.86,37.245,43.8,149.35,21.1075,29.5,53.42,32.925,143.24,19.273,2.97,47.8131,59.96,39.715,38.775,12.79,220.15,6.8975,5.316,154.35,40.3,23.29,71.32,20.02,61.39,13.56,10.0002,108.6
2016-02-17,225.7,20.3199,5.3044,15.71,34.685,80.36,34.46,57.33,96.8,320.4,59.96,14.1,38.9667,,4.975,52.45,90.38,9.55,68.5542,55.05,79.93,53.63,70.4759,35.37,37.95,44.95,155.5,21.2325,31.44,54.88,34.825,147.84,19.426,3.04,48.9398,60.75,42.19,39.345,13.38,225.7,7.7164,5.497,155.05,41.765,23.785,72.65,20.83,63.18,13.866,9.6722,110.4
2016-02-18,227.45,20.5368,5.2738,15.99,35.065,80.82,35.4,57.4,96.61,320.35,59.96,14.05,39.5833,,5.243,52.72,90.43,9.32,68.9055,55.85,80.61,54.5,70.7047,35.31,38.32,44.455,153.6,21.265,30.9,56.0,34.8,148.96,19.375,3.09,49.1062,60.44,40.58,39.55,13.5,227.45,7.5233,5.576,153.55,40.96,23.785,75.87,20.805,63.66,13.886,9.5924,111.8
2016-02-19,230.05,20.5513,5.239,15.94,34.595,80.01,35.625,57.25,96.8,320.45,59.96,14.02,41.3667,,5.2,52.36,89.49,9.201,69.6226,55.25,79.53,53.95,69.9687,35.34,38.745,44.645,154.5,21.3225,30.43,56.27,34.495,148.12,19.3147,3.03,49.386,60.35,39.215,39.74,13.47,230.05,7.4815,5.41,154.65,40.51,23.52,75.78,20.4,62.89,13.95,9.2422,109.35
2016-02-22,234.3,20.937,5.3291,16.33,34.81,81.11,36.47,56.91,98.53,326.4,59.96,14.49,41.3667,,5.414,53.45,90.62,9.364,70.7496,56.15,81.38,54.95,70.7942,36.095,38.9,45.075,155.65,21.47,31.545,57.25,35.46,151.33,19.4214,3.1,49.6128,60.91,40.065,40.83,13.87,234.3,8.0351,5.639,157.1,41.76,24.09,76.74,20.77,63.06,14.028,9.4062,109.4
2016-02-23,231.1,20.9032,5.2986,15.985,34.635,80.75,35.805,56.8,98.89,320.25,59.96,13.865,41.3167,,5.289,52.95,89.95,9.196,69.1104,55.41,80.26,55.4,70.1179,35.445,38.22,44.76,152.0,21.1825,30.365,57.75,34.3,147.47,19.2081,3.17,48.7735,63.37,38.56,39.82,13.665,231.1,7.6745,5.54,156.6,40.68,23.695,75.13,20.27,63.06,13.92,8.5179,108.45
2016-02-24,225.95,20.4211,5.2404,15.555,34.675,77.91,35.315,55.6,97.07,313.0,59.96,13.485,40.2167,,5.02,51.48,89.2,8.922,67.9395,54.95,77.94,54.76,68.9244,34.755,37.55,44.13,148.5,20.7075,29.92,56.29,32.915,144.17,18.7955,3.14,50.2858,62.64,38.355,39.135,13.865,225.95,7.314,5.504,154.25,39.92,23.05,73.77,19.5,62.37,13.528,8.1473,105.4
2016-02-25,228.55,20.6525,5.4352,15.91,35.62,82.3,36.625,55.94,98.28,312.7,59.96,14.07,40.45,,5.11,51.71,90.85,9.088,68.7737,57.37,78.71,54.13,71.6993,35.535,38.24,44.885,150.35,20.6725,30.92,55.07,34.375,147.8,18.6935,3.16,49.9077,64.07,42.79,39.87,13.475,228.55,7.2581,5.63,156.85,41.505,23.395,75.34,19.735,63.64,13.796,8.2147,107.65
2016-02-26,227.55,19.9439,5.4933,15.81,35.74,84.5,37.9,56.39,98.34,316.3,59.96,14.305,41.25,,5.244,53.59,91.99,9.428,70.2007,57.51,82.77,56.04,73.3005,35.305,38.22,45.19,153.2,20.7225,32.02,57.0,36.16,150.49,18.7074,3.16,50.7017,63.54,44.815,40.835,13.775,227.55,7.6443,5.584,156.65,42.45,24.23,76.19,20.31,63.41,13.894,8.3619,109.0
2016-02-29,229.75,20.1415,5.5617,16.015,36.065,85.49,39.15,57.16,98.11,314.5,59.96,14.285,42.6,,5.296,54.77,93.67,9.586,70.3837,59.78,84.14,57.31,72.7933,35.77,38.41,45.915,153.8,20.85,32.425,58.57,36.655,149.38,18.7027,3.13,50.853,64.23,45.755,41.375,13.88,229.75,8.3166,5.588,156.0,43.0,24.395,76.7,20.295,63.82,13.978,8.6216,109.65
2016-03-01,233.4,19.9487,5.6329,16.16,36.425,85.94,40.03,58.26,100.4,319.2,59.96,14.295,43.4833,,5.4,54.88,94.43,9.679,71.1813,60.8,85.62,58.99,73.1116,36.48,39.25,46.595,154.7,21.3,32.995,58.82,37.155,149.56,19.1015,3.16,51.8889,64.53,46.02,41.55,14.475,233.4,9.0145,5.65,158.95,44.01,24.925,77.8,20.82,64.0,14.35,8.9851,110.35
2016-03-02,234.5,19.9294,5.6358,16.035,35.915,85.79,40.12,58.14,98.25,318.9,59.96,14.2,43.8333,,5.408,54.95,93.57,9.939,70.8593,60.54,86.62,58.33,73.2508,36.8,39.39,46.265,155.0,21.605,34.38,58.94,37.77,150.49,19.1617,3.19,51.6923,63.33,45.6,42.21,14.535,234.5,9.7008,5.667,155.75,45.48,24.975,78.61,21.435,62.96,14.058,9.2422,110.15
2016-03-03,234.2,19.7221,5.582,15.95,36.2,85.11,39.475,58.33,97.81,317.9,59.96,14.185,44.8,,5.43,55.77,92.55,9.977,70.9545,60.77,86.32,58.25,71.4407,37.245,40.03,46.275,153.7,21.6525,34.46,59.09,39.39,150.12,19.3425,3.16,51.2084,63.04,46.865,42.2,15.03,234.2,10.0055,5.535,153.2,45.735,24.87,76.93,21.585,63.01,13.75,9.3929,108.75
2016-03-04,235.95,19.8234,5.5704,15.9,36.33,85.78,39.805,58.31,99.26,320.2,59.96,14.21,44.8333,,5.366,56.0,92.42,10.07,71.4009,62.1,86.96,58.8,72.0374,37.65,40.075,46.5,153.35,21.7125,35.1,64.48,39.355,152.12,20.8169,3.15,51.0571,63.76,49.33,42.675,15.035,235.95,10.7011,5.607,155.7,46.485,26.4,77.35,21.35,63.96,13.7,9.619,109.5
2016-03-07,234.65,19.9246,5.5224,15.765,36.01,86.67,38.38,58.42,98.81,321.15,59.96,14.01,45.0833,,5.359,56.71,92.26,9.862,72.1766,61.48,87.5,58.85,71.9678,37.245,39.555,46.555,154.65,21.845,34.485,65.0,39.44,151.28,20.6129,3.15,51.284,63.68,49.735,42.81,15.195,234.65,10.85,5.606,153.9,45.63,25.99,76.71,21.055,63.7,13.628,8.9718,110.9
2016-03-08,232.4,19.6209,5.4744,15.72,36.07,85.54,37.805,57.7,98.64,322.6,59.96,13.78,44.1,,5.25,56.01,92.37,9.804,72.1546,60.61,83.7,59.0,72.0673,37.175,38.32,47.05,154.8,21.6525,34.555,64.84,38.13,150.82,20.1029,3.11,50.4749,63.27,47.955,42.04,14.68,232.4,9.9799,5.422,154.8,45.66,25.725,75.57,20.7,63.27,13.5,8.8158,111.2
2016-03-09,232.35,19.4907,5.5486,15.955,36.205,85.59,37.545,58.82,100.0,324.3,59.96,13.59,44.2,,5.261,55.86,92.84,9.92,72.8205,60.64,83.4,59.11,72.664,37.145,38.09,47.24,155.55,21.7325,35.0,65.41,38.99,151.56,20.3857,3.09,50.8983,63.62,48.97,42.105,14.685,232.35,9.8054,5.391,157.05,45.71,25.335,76.39,20.785,63.89,13.604,8.7741,111.9
2016-03-10,237.35,19.6064,5.441,15.74,35.5,84.18,36.8,58.0,99.13,322.7,59.96,13.585,42.5167,,5.168,53.96,91.72,9.904,71.174,58.24,79.38,57.31,72.1667,36.465,38.58,46.475,154.35,20.94,34.795,65.46,37.255,149.05,20.0704,3.08,50.9513,62.23,48.0,40.805,14.14,237.35,9.8706,5.332,153.5,46.15,23.68,76.41,20.37,63.6,13.626,8.6669,110.5
2016-03-11,243.65,19.9728,5.5384,16.445,36.45,87.31,38.0,59.47,101.15,326.8,59.96,14.03,44.8,,5.339,55.42,95.46,10.67,72.6815,60.13,82.43,59.23,73.5591,37.895,39.845,47.885,157.45,21.5925,36.79,65.31,38.825,154.49,20.2883,3.09,51.6394,63.87,49.8,42.35,14.945,243.65,10.9802,5.41,156.25,48.7,23.85,78.21,21.63,65.35,13.812,9.1092,111.9
2016-03-14,246.95,20.0789,5.5675,16.445,36.485,87.78,39.17,60.25,102.45,328.5,59.96,14.12,44.6167,,5.335,55.69,96.0,10.6,72.8132,60.41,84.22,55.52,74.5537,38.035,40.41,48.255,159.5,21.7475,36.58,64.01,39.63,155.56,20.7751,3.09,52.4712,63.88,49.795,42.08,15.245,246.95,11.2571,5.473,157.9,47.75,24.51,79.24,21.615,64.6,14.078,9.1004,113.05
2016-03-15,248.45,19.8523,5.5762,16.3,36.675,86.99,38.6,60.63,102.75,323.55,59.96,13.8,44.5167,,5.239,55.05,95.59,10.33,71.9204,60.29,84.05,57.59,73.7879,37.985,40.505,47.915,155.85,21.86,35.9,63.27,38.365,152.54,20.3162,3.09,52.7585,63.66,48.745,41.495,15.21,248.45,10.917,5.481,157.65,47.015,24.005,78.77,21.73,65.16,14.068,8.8238,112.35
2016-03-16,250.2,19.751,5.5399,16.295,36.38,87.5,38.5,60.97,102.15,323.45,59.96,13.745,45.45,,5.248,55.11,96.11,10.235,71.818,60.78,86.03,59.15,72.6242,37.655,40.905,48.215,155.05,22.4825,35.4,63.92,37.73,151.28,20.2466,3.05,52.698,63.0,49.975,41.875,15.505,250.2,10.974,5.468,155.5,46.05,23.8,78.27,21.885,65.29,14.054,8.5968,110.0
2016-03-17,251.75,20.0644,5.5006,15.825,36.325,87.4,38.21,60.95,101.75,317.75,59.96,13.835,44.75,,5.137,55.64,93.38,10.18,71.1667,59.53,85.0,58.74,71.2418,37.6,41.79,48.62,151.65,22.375,34.74,63.58,38.41,148.36,21.1553,3.2,52.2746,62.78,51.96,42.855,15.275,251.75,12.075,5.421,155.45,44.99,24.055,77.98,21.545,65.38,13.94,8.6553,109.3
2016-03-18,250.8,20.0065,5.5006,15.53,36.055,86.59,39.365,61.46,102.05,316.1,59.96,13.94,44.7667,,5.087,56.0,93.24,10.195,71.7302,60.6,85.75,60.85,70.3466,37.875,41.7,48.825,152.35,22.3675,35.79,63.99,39.59,151.7,21.9759,3.2,53.5072,62.86,51.03,42.89,15.43,250.8,12.18,5.41,159.05,45.62,23.875,79.15,21.59,64.77,13.938,9.5702,108.85
2016-03-21,249.5,19.9342,5.4541,15.51,36.28,86.94,38.985,61.07,101.7,314.25,59.96,13.74,44.5167,,4.986,55.52,93.76,10.11,71.9863,60.88,85.51,60.79,70.4461,37.69,41.92,48.64,150.55,22.2475,35.375,63.0,38.66,148.36,21.6931,3.2,53.5374,62.75,50.55,41.33,15.32,249.5,11.697,5.394,156.4,45.195,23.835,78.85,21.705,64.94,13.904,9.4639,108.0
2016-03-22,247.65,19.7559,5.6125,15.615,36.64,87.39,37.485,61.29,101.55,311.35,59.96,13.7,44.95,,4.904,55.77,93.81,10.07,72.4473,61.25,88.07,61.85,70.7743,37.965,41.475,48.815,148.75,22.5475,35.18,63.33,39.385,147.1,21.8693,3.22,53.666,62.41,50.25,41.38,15.36,247.65,11.403,5.439,154.55,45.115,23.905,79.77,21.29,65.07,14.02,9.2334,107.45
2016-03-23,242.0,19.8619,5.5791,15.705,36.815,87.29,37.565,61.84,104.0,320.0,59.96,13.73,44.7167,,4.952,55.21,93.96,9.89,73.1059,61.33,87.05,61.71,70.2969,37.685,41.605,48.715,150.15,22.54,34.24,64.51,40.39,146.87,21.1321,3.23,53.9382,63.1,48.605,40.855,15.53,242.0,11.295,5.335,158.0,44.385,23.93,81.16,21.15,65.44,14.168,9.0117,108.55
2016-03-24,237.85,19.6209,5.4221,15.415,36.75,85.67,36.9,60.61,99.98,315.95,59.96,13.43,43.2333,,4.904,53.56,93.32,9.672,71.8033,59.77,84.6,61.06,68.6459,36.82,40.965,47.665,147.2,22.135,32.875,63.18,39.18,142.83,21.4938,3.25,53.5525,62.01,48.145,40.16,15.045,237.85,10.98,5.134,156.7,43.42,23.51,80.61,20.64,65.0,13.778,8.7564,105.55
2016-03-25,237.85,19.6209,5.4221,15.415,36.75,85.67,36.9,60.61,99.98,315.95,59.96,13.43,43.2333,,4.904,53.56,93.32,9.672,71.8033,59.77,84.6,61.06,68.6459,36.82,40.965,47.665,147.2,22.135,32.875,63.18,39.18,142.83,21.4938,3.25,53.5525,62.01,48.145,40.16,15.045,237.85,10.98,5.134,156.7,43.42,23.51,80.61,20.64,65.0,13.778,8.7564,105.55
2016-03-28,237.85,19.6209,5.4221,15.415,36.75,85.67,36.9,60.61,99.98,315.95,59.96,13.43,43.2333,,4.904,53.56,93.32,9.672,71.8033,59.77,84.6,61.06,68.6459,36.82,40.965,47.665,147.2,22.135,32.875,63.18,39.18,142.83,21.4938,3.25,53.5525,62.01,48.145,40.16,15.045,237.85,10.98,5.134,156.7,43.42,23.51,80.61,20.64,65.0,13.778,8.7564,105.55
2016-03-29,242.15,20.1705,5.4425,15.595,36.95,86.87,36.81,61.3,99.35,313.95,59.96,13.5,43.35,,4.9,54.3,94.13,9.555,72.2863,60.05,85.54,61.88,70.098,37.36,41.625,48.33,150.8,22.2325,32.675,63.96,38.83,145.01,21.211,3.24,53.8323,62.53,46.675,40.045,15.205,242.15,11.151,5.237,157.6,43.71,23.515,82.06,20.73,65.2,13.974,8.7537,107.7
2016-03-30,245.0,20.532,5.5035,15.59,37.205,89.66,37.505,62.66,100.25,316.25,59.96,13.835,45.5,,4.9,56.12,95.8,9.575,73.8743,59.96,87.84,62.12,70.8837,38.735,42.055,49.815,154.5,22.8325,32.795,65.45,41.14,149.89,21.2202,3.28,54.339,63.55,49.58,40.98,15.355,245.0,11.547,5.319,160.7,44.45,24.4,84.05,20.65,66.29,14.14,8.994,108.8
2016-03-31,241.8,20.4115,5.3727,15.395,35.85,88.15,37.24,61.71,98.0,309.45,59.96,13.64,45.6,,4.878,55.54,94.74,9.518,72.3668,58.35,87.32,61.48,70.4759,38.73,42.1,49.245,150.5,22.4825,32.48,64.97,41.28,146.03,20.8308,3.28,54.1272,62.51,48.71,40.06,15.06,241.8,11.925,5.201,157.45,44.23,24.18,82.58,20.69,65.47,13.946,8.7449,108.55
2016-04-01,237.75,19.9776,5.3029,15.395,35.14,87.4,36.8,61.44,96.09,306.65,59.96,13.425,44.65,,4.805,54.03,94.43,9.449,70.9764,56.98,85.24,59.22,70.3665,38.375,41.65,48.545,148.8,22.1225,32.415,63.65,41.725,142.92,20.0287,3.2,54.1121,61.32,47.635,38.785,14.56,237.75,12.45,5.112,154.7,44.005,23.865,82.55,20.335,65.28,13.84,8.5817,106.75
2016-04-04,238.6,19.9728,5.3349,14.445,30.415,86.64,36.9,62.81,97.49,307.0,59.96,13.485,44.0667,,4.92,54.21,94.39,9.429,71.0276,57.32,86.03,60.41,73.4398,38.56,41.715,48.995,149.2,21.995,32.48,63.46,43.16,144.64,20.0333,3.22,54.4751,61.74,46.865,39.175,14.67,238.6,12.69,5.116,155.6,43.86,24.035,82.77,20.295,65.45,14.152,8.9142,107.4
