,URW NA Equity,VIE FP Equity,VIV FP Equity,ORA FP Equity,EN FP Equity,SOLB BB Equity,AC FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,LG FP Equity,ENGI FP Equity,FR FP Equity,FTI FP Equity,STM FP Equity,SU FP Equity,SW FP Equity,ACA FP Equity,AI FP Equity,AIR FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,SGO FP Equity,LI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,GLE FP Equity,GTO NA Equity,HOLN FP Equity,KER FP Equity,ALO FP Equity,ALU FP Equity,ATO FP Equity,BN FP Equity,TEC FP Equity,TTE FP Equity,UG FP Equity,UL NA Equity,MT NA Equity,NOKIA FP Equity,OR FP Equity,BNP FP Equity,CA FP Equity,CAP FP Equity,CS FP Equity,DG FP Equity,DSY FP Equity,EDF FP Equity,EL FP Equity
2015-02-18,253.75,15.8028,6.0893,15.435,34.735,116.2115,46.15,71.08,102.35,290.4,66.2,18.68,44.3833,,7.804,70.01,87.37,12.885,84.0828,51.39,83.11,61.2,86.24,40.81,44.42,47.885,158.75,21.2375,40.045,71.7,,166.16,26.5612,3.497,51.2311,58.22,59.59,47.265,14.4,253.75,22.9748,,155.45,50.91,29.14,64.84,21.005,52.48,11.74,21.0155,96.33
2015-02-19,258.85,15.9281,6.1969,15.86,34.89,117.1043,47.17,71.65,103.9,289.3,65.95,18.68,44.6667,,7.706,71.42,88.12,12.78,84.5219,51.99,84.36,61.2,87.3639,41.26,44.995,48.155,160.8,21.285,40.18,72.62,,166.3,26.5937,3.47,48.6374,59.15,58.9,45.98,14.23,258.85,22.5118,,157.1,51.43,29.6,67.99,21.25,52.68,12.008,20.949,100.5
2015-02-20,255.85,15.9956,6.1489,15.695,35.33,118.2791,46.905,71.28,103.2,286.35,65.76,18.59,44.7,,7.82,71.38,87.65,12.895,84.778,52.46,85.15,61.63,86.9163,41.505,44.66,48.4,161.0,21.3925,40.455,69.93,,166.95,26.4592,3.417,49.4314,60.0,58.76,46.035,14.23,255.85,22.4164,,157.6,51.29,29.55,68.04,21.15,52.72,12.06,21.0288,99.31
2015-02-23,259.0,16.0486,6.2187,15.9,35.22,117.8562,47.39,72.03,104.65,285.15,66.44,18.805,45.0833,,7.86,71.33,89.42,12.77,84.8146,52.84,85.03,61.69,88.5673,41.64,45.43,49.07,161.25,21.5,40.45,69.53,,166.48,26.4499,3.433,49.8624,59.73,57.9,46.29,14.575,259.0,22.2373,,158.75,51.76,29.445,69.23,21.295,52.82,12.304,21.0687,101.5
2015-02-24,260.25,16.4584,6.2681,16.13,35.46,118.3731,47.495,72.29,104.4,283.45,66.55,19.24,44.55,,7.91,70.94,89.59,12.81,85.2903,51.85,84.94,60.92,88.269,41.615,45.64,48.91,161.2,21.565,40.81,69.41,,167.6,26.5195,3.46,49.9077,60.49,59.16,47.185,14.675,260.25,22.5467,,159.3,51.98,29.48,70.49,21.435,53.16,12.27,21.5164,102.65
2015-02-25,258.05,16.2366,6.2681,16.18,35.6,117.3863,47.52,71.85,103.85,284.45,66.57,19.29,43.5333,,7.903,71.26,89.37,12.54,85.4366,51.4,82.7,63.03,88.6171,41.145,44.66,48.895,161.6,21.135,40.195,71.35,,166.44,26.9043,3.505,47.7526,60.47,58.9,47.35,14.365,258.05,22.3746,,159.45,51.0,29.24,70.15,22.0,52.89,12.396,21.7469,102.7
2015-02-26,260.45,16.3716,6.3306,16.45,35.735,121.8505,47.37,72.76,105.95,283.2,67.0,19.475,44.5333,,7.998,71.61,90.19,12.61,86.022,51.63,84.29,62.52,87.0655,40.3,44.75,49.265,161.95,21.0425,40.97,72.47,,168.85,27.1825,3.541,48.0476,61.85,58.31,47.25,14.91,260.45,22.7351,,161.2,51.61,29.51,71.7,22.47,53.47,12.5,21.5652,103.65
2015-02-27,257.6,16.7766,6.3423,16.3,35.43,124.811,46.825,72.87,105.95,288.35,66.34,19.875,44.8333,,7.98,71.98,90.06,12.57,86.4245,55.33,85.85,62.9,87.2247,40.235,43.69,49.4,163.9,21.495,41.315,72.54,,169.18,27.4004,3.497,48.1459,62.33,58.22,48.235,14.965,257.6,22.7282,,162.25,52.09,29.565,72.27,22.69,53.02,12.506,21.8976,104.45
2015-03-02,259.95,16.8103,6.0297,16.26,35.8,122.2265,47.15,72.9,105.25,287.45,63.71,19.44,44.4667,,8.195,70.93,89.74,12.745,86.1684,56.09,85.34,63.76,85.9317,39.875,45.125,48.28,164.75,21.31,41.485,72.49,,168.76,27.5905,3.513,47.6543,61.8,57.7,47.19,14.82,259.95,22.3769,,162.1,52.54,29.65,72.54,22.465,53.05,12.494,21.7469,104.5
2015-03-03,256.7,16.3138,6.1155,15.865,35.82,120.9577,46.24,72.23,105.2,287.95,64.14,18.99,43.2833,,8.258,70.95,89.3,12.585,85.4,55.4,83.09,63.0,85.693,39.22,44.98,48.94,162.4,20.8975,40.55,72.45,,167.78,27.1871,3.471,46.6562,61.5,59.0,47.125,14.595,256.7,22.3909,,161.1,50.91,29.31,72.68,22.225,52.04,12.39,21.5785,102.85
2015-03-04,258.2,16.3909,6.2231,16.05,36.045,122.9313,46.61,72.32,106.3,292.1,63.91,19.0,44.2333,,8.333,71.0,90.44,12.785,86.2416,56.52,84.94,63.77,86.976,39.465,44.785,49.2,165.1,20.885,41.005,72.2,,169.08,27.0434,3.485,47.0645,61.37,58.41,47.435,15.175,258.2,22.2024,,163.3,51.92,29.66,72.77,22.53,52.74,12.24,20.9756,104.35
2015-03-05,259.45,16.468,6.2841,16.165,36.45,122.1795,48.35,73.46,106.4,295.05,64.0,19.1,44.8667,,8.481,71.83,91.42,12.805,86.9734,59.21,84.71,65.67,87.3639,39.985,45.565,49.57,167.7,20.99,41.34,70.34,,169.18,27.3587,3.523,47.9871,62.4,59.14,47.47,15.61,259.45,22.5421,,164.75,52.14,30.365,73.23,22.68,53.65,12.254,20.4659,106.8
2015-03-06,253.35,16.4102,6.2681,15.955,36.375,124.5291,49.205,73.92,106.65,297.05,65.27,18.895,44.2833,,8.514,71.95,91.36,13.05,86.7904,59.42,85.89,65.63,87.1749,40.23,43.455,49.29,168.9,21.1275,41.805,70.8,,170.25,27.2752,3.491,48.282,62.42,59.56,47.005,16.125,253.35,22.9329,,165.6,52.08,31.055,73.06,22.79,54.15,12.362,20.3107,105.2
2015-03-09,249.1,16.3957,6.2565,15.04,35.095,123.8242,48.765,72.67,105.8,295.1,64.41,18.8,44.5167,,8.497,70.86,91.2,12.95,86.9002,58.88,86.95,65.84,87.1252,40.18,42.52,48.93,167.8,21.3725,41.575,71.08,,170.2,27.3726,3.525,48.403,61.79,60.36,46.685,16.245,249.1,23.333,,165.3,51.96,31.07,72.9,22.835,54.15,12.206,19.7389,104.6
2015-03-10,248.0,16.3716,6.2798,15.315,35.76,122.6024,48.155,72.52,105.25,290.05,62.5,18.44,44.3833,,8.632,70.18,90.4,12.72,86.022,58.88,86.65,66.08,85.9118,39.82,42.39,48.725,166.25,21.1375,40.95,69.78,,171.32,26.946,3.497,47.9492,60.85,57.96,45.18,16.205,248.0,22.7189,,164.8,51.04,30.565,72.66,22.395,53.86,12.184,20.1113,104.7
2015-03-11,252.75,16.4729,6.3961,15.7,37.38,125.7979,49.69,73.99,107.8,297.7,63.8,18.54,46.3,,8.923,72.35,91.65,13.09,88.6199,61.43,90.15,67.75,88.7862,40.7,43.265,50.07,171.5,21.735,42.15,70.61,,176.75,27.507,3.686,49.0684,61.97,58.73,45.465,16.775,252.75,22.8538,,169.7,52.01,30.715,74.61,22.82,54.69,12.43,20.1733,106.65
2015-03-12,251.05,16.6802,6.3234,15.495,36.47,125.187,50.45,74.52,106.55,299.95,64.54,18.23,45.9333,,8.625,71.83,92.58,13.06,88.3272,62.08,89.56,66.8,89.0149,40.225,43.33,49.56,170.6,21.7625,42.18,72.85,,177.59,27.813,3.706,49.6053,61.63,59.36,45.44,16.825,251.05,22.7165,,169.05,51.6,30.855,74.85,23.11,54.29,12.476,20.1201,106.75
2015-03-13,254.95,16.6802,6.3975,15.41,37.215,125.093,50.55,76.26,107.3,300.55,64.98,18.23,46.9167,,8.787,73.51,93.24,13.1,88.2906,63.56,89.03,66.57,89.3431,40.57,44.2,50.06,171.25,22.6375,42.29,73.94,,176.47,27.8223,3.715,49.696,62.19,57.6,44.645,16.17,254.95,22.242,,171.75,51.68,31.135,75.65,23.405,54.27,12.5,19.8231,107.5
2015-03-16,256.0,16.7718,6.3975,15.37,37.305,126.5027,51.05,76.47,108.7,313.75,60.92,18.485,47.8667,,9.162,74.46,93.59,13.285,89.5712,63.86,90.0,68.05,91.571,41.15,44.305,50.54,174.7,22.9975,42.79,74.31,,181.12,27.8826,3.69,49.8548,62.66,57.3,44.57,16.575,256.0,22.3536,,173.3,52.44,31.07,76.42,23.76,54.91,12.69,19.9561,108.85
2015-03-17,252.5,16.6994,6.351,15.02,36.845,125.2809,50.87,75.03,108.8,313.2,59.43,18.69,46.7,,9.222,73.69,93.43,13.23,89.4981,60.98,86.87,66.6,91.7401,41.0,43.73,50.29,172.7,22.9,42.445,75.2,,182.38,27.1547,3.591,49.4767,62.24,58.0,45.21,15.59,252.5,22.1094,,172.5,52.28,31.11,75.62,23.475,54.82,12.594,20.0049,107.2
2015-03-18,255.2,16.7669,6.4091,14.805,37.145,125.187,50.15,74.81,109.2,312.3,62.67,18.85,45.2167,,9.142,73.61,93.53,13.075,89.5346,61.19,83.08,66.2,92.5556,41.175,44.595,49.29,170.75,22.765,42.01,75.62,,183.12,27.0156,3.616,49.938,62.88,58.35,46.0,15.16,255.2,21.893,,170.95,52.25,31.18,75.44,23.325,54.53,12.646,20.129,107.4
2015-03-19,255.5,16.8151,6.4208,14.815,36.765,124.905,49.765,74.75,109.15,311.85,62.3,18.83,46.4833,,9.026,72.95,93.5,13.23,88.9126,61.08,83.6,66.18,92.476,40.845,45.305,49.685,168.3,22.8475,42.57,76.37,,180.56,27.2984,3.638,50.3539,62.63,58.28,46.475,15.595,255.5,21.5859,,170.25,52.96,31.42,76.37,23.325,54.4,12.668,20.1999,107.05
2015-03-20,257.4,16.8826,6.4411,14.89,36.9,127.7245,49.985,74.68,109.15,312.4,63.62,19.0,46.2,,9.198,74.18,93.12,13.415,89.1322,61.4,83.88,65.54,93.1225,41.56,46.57,50.45,169.25,22.8125,43.155,76.52,,179.68,27.3262,3.565,50.3917,62.75,59.39,47.635,15.79,257.4,21.7581,,172.1,53.98,31.885,76.02,23.825,55.47,12.712,20.293,108.35
2015-03-23,257.2,16.9405,6.6563,14.78,37.055,126.9727,49.61,74.22,108.55,307.0,64.14,18.895,44.9167,,9.008,73.5,91.67,13.515,88.4004,60.0,81.91,65.14,92.9932,40.555,46.575,49.71,164.5,22.3875,43.735,75.94,,176.38,27.2381,3.577,50.1346,62.66,59.91,46.95,15.425,257.2,21.5604,,171.15,54.54,31.885,76.25,23.425,54.95,12.706,20.293,107.6
2015-03-24,255.7,16.9501,6.7013,15.17,37.345,128.0065,49.48,74.42,107.85,311.2,64.16,18.97,45.4667,,8.994,73.53,92.73,13.74,89.1322,60.31,83.07,65.39,93.5303,41.515,46.455,50.36,166.45,22.77,44.83,76.04,,174.8,27.2891,3.58,50.3917,62.98,58.97,46.885,15.39,255.7,21.6115,,171.4,55.8,31.56,76.77,23.67,55.29,12.698,20.2575,108.15
2015-03-25,253.0,17.061,6.7115,15.175,36.945,126.8317,47.375,72.81,106.55,312.2,62.64,18.87,45.1833,,8.6,71.9,90.69,13.67,88.1077,58.89,81.53,64.38,91.6406,40.96,46.015,49.26,163.6,22.7,44.835,74.12,,171.97,27.0898,3.528,49.1062,62.16,59.22,46.505,14.965,253.0,21.9744,,168.95,54.85,30.985,73.99,23.555,54.37,12.4,20.2797,105.3
2015-03-26,249.5,16.9067,6.6752,14.935,36.885,125.046,48.23,70.81,107.9,312.1,61.97,18.645,45.8833,,8.278,71.71,88.89,13.46,87.632,60.14,83.85,64.26,90.8847,40.565,45.365,49.44,162.35,22.96,44.29,73.9,,171.97,26.9228,3.462,48.9323,62.23,58.59,46.59,15.435,249.5,21.4115,,169.0,55.12,30.99,75.11,23.25,54.09,12.4,20.0182,104.6
2015-03-27,253.05,17.4226,6.5981,15.045,36.62,125.9388,48.58,71.02,110.45,316.5,61.6,18.77,46.2167,,8.424,72.13,89.26,13.61,87.9247,60.41,83.69,64.15,91.193,40.95,46.02,49.995,162.25,22.935,44.655,73.18,,171.22,26.8487,3.407,48.6676,62.92,57.26,46.595,15.215,253.05,20.4926,,172.15,56.19,31.22,76.63,23.53,54.24,12.466,19.9827,106.3
2015-03-30,256.2,17.331,6.7159,15.14,36.565,127.4896,48.68,72.31,111.15,314.85,60.41,18.705,47.7167,,8.731,72.34,90.38,13.895,88.8394,61.19,86.08,64.96,92.1976,40.965,46.535,50.7,164.5,23.29,45.63,75.55,,171.83,26.9924,3.524,49.2272,62.69,57.12,47.0,15.775,256.2,20.6112,,172.55,57.26,31.295,78.12,23.75,54.14,12.662,20.098,107.35
2015-03-31,251.05,16.9839,6.7231,14.965,36.54,126.4557,48.58,71.83,110.15,328.4,60.35,18.405,46.35,,8.696,72.35,90.79,13.675,87.6686,60.44,84.77,65.0,91.4317,40.895,45.69,50.34,164.15,23.1525,44.97,74.17,,168.99,26.64,3.52,48.5996,62.62,56.37,46.275,15.59,251.05,20.4135,,171.35,56.57,31.09,76.37,23.455,53.23,12.628,19.8054,106.8
2015-04-01,250.75,17.0032,6.8322,14.965,36.535,126.6437,48.745,71.48,110.2,331.45,60.57,18.54,45.9833,,8.576,73.11,90.72,14.1,87.9613,60.91,83.37,65.65,92.4263,41.505,45.81,51.34,163.3,23.185,45.655,75.75,,168.02,26.8487,3.481,48.4786,62.84,56.53,46.37,15.81,250.75,20.1529,,171.3,57.03,31.18,76.75,23.8,54.13,12.344,19.9074,107.25
2015-04-02,249.1,16.9887,6.7537,15.085,37.075,126.7377,48.585,72.26,111.25,333.75,60.25,18.505,46.3333,,8.612,73.89,91.21,14.105,87.6686,60.76,84.66,65.95,93.222,41.805,45.83,51.54,163.55,23.31,45.92,75.62,,162.86,26.6818,3.56,48.7584,63.4,56.66,45.845,15.835,249.1,20.1576,,172.7,57.24,31.19,76.9,23.915,54.26,12.338,20.0581,108.9
2015-04-03,249.1,16.9887,6.7537,15.085,37.075,126.7377,48.585,72.26,111.25,333.75,60.25,18.505,46.3333,,8.612,73.89,91.21,14.105,87.6686,60.76,84.66,65.95,93.222,41.805,45.83,51.54,163.55,23.31,45.92,75.62,,162.86,26.6818,3.56,48.7584,63.4,56.66,45.845,15.835,249.1,20.1576,,172.7,57.24,31.19,76.9,23.915,54.26,12.338,20.0581,108.9
2015-04-06,249.1,16.9887,6.7537,15.085,37.075,126.7377,48.585,72.26,111.25,333.75,60.25,18.505,46.3333,,8.612,73.89,91.21,14.105,87.6686,60.76,84.66,65.95,93.222,41.805,45.83,51.54,163.55,23.31,45.92,75.62,,162.86,26.6818,3.56,48.7584,63.4,56.66,45.845,15.835,249.1,20.1576,,172.7,57.24,31.19,76.9,23.915,54.26,12.338,20.0581,108.9
2015-04-07,252.35,17.3165,6.8365,15.33,37.55,128.1005,49.295,73.25,112.75,337.45,60.77,19.4,46.2,,8.621,74.99,92.36,14.125,88.7663,60.4,85.26,66.21,95.2609,42.225,46.36,52.31,165.55,23.23,46.445,77.0,,164.16,26.9507,3.63,49.3179,64.18,59.13,47.595,15.885,252.35,20.9578,,175.15,57.18,31.59,78.52,24.17,54.56,12.57,20.3861,110.5
2015-04-08,253.35,17.4322,6.8787,15.19,37.345,128.1475,49.035,73.1,112.45,340.95,60.32,19.245,46.4,,8.507,72.62,92.55,14.135,88.1077,60.04,86.07,66.22,95.0818,42.525,46.69,52.25,167.5,23.375,46.49,76.51,,163.88,27.0202,3.598,49.0911,64.3,59.37,47.05,15.545,253.35,20.7787,,174.05,57.67,31.695,77.84,24.095,54.51,12.402,20.3595,110.15
2015-04-09,254.55,17.9239,6.9441,15.5,37.53,130.0271,50.05,74.63,113.8,342.3,63.77,19.275,47.5333,,8.654,73.37,93.73,14.25,89.6078,61.27,88.3,66.88,96.6334,43.06,46.805,52.72,170.8,23.8825,46.565,77.4,,166.67,27.2567,3.65,50.4446,64.96,59.89,47.965,15.965,254.55,20.7043,,175.95,57.93,32.14,79.2,24.355,55.27,12.698,20.5146,111.45
2015-04-10,256.8,18.1505,7.0168,15.45,37.765,132.4707,50.19,75.48,113.95,345.35,63.01,19.265,48.1833,,8.904,73.62,94.5,14.185,89.7176,61.91,89.44,68.15,98.2148,42.02,47.275,52.67,172.4,24.03,46.185,78.27,,164.07,27.5951,3.826,50.8605,64.95,61.18,48.52,15.96,256.8,20.9997,,178.95,57.25,32.795,79.5,24.475,55.04,12.746,20.4304,113.05
2015-04-13,253.7,18.1553,7.0458,15.955,37.875,131.2959,49.765,74.84,113.4,341.5,62.86,19.245,47.65,,9.037,73.28,93.8,14.15,89.4615,62.79,89.32,68.27,98.4435,42.335,47.045,52.88,172.55,23.9675,46.625,78.62,,163.41,27.7667,3.863,51.8662,65.11,61.64,48.76,16.065,253.7,20.6647,,178.65,57.62,32.74,79.62,24.415,56.56,12.778,20.4614,113.15
2015-04-14,255.05,18.0204,6.963,15.87,37.74,130.4501,49.445,73.72,113.3,339.7,62.28,19.145,47.2333,,8.873,72.11,93.48,13.98,89.2053,61.13,89.13,67.64,97.3893,41.7,47.685,52.48,168.25,23.625,45.73,79.42,,162.16,27.5673,4.481,51.4504,64.82,62.79,48.73,15.885,255.05,21.3533,,177.6,56.8,32.56,79.56,24.16,56.45,12.78,20.5191,112.85
2015-04-15,254.25,18.3192,6.9339,15.825,38.075,131.3429,49.305,73.9,115.0,338.65,63.2,19.365,47.6,,8.833,72.48,93.37,14.215,89.681,62.73,89.59,68.24,97.7274,41.75,46.98,52.77,171.2,24.105,46.045,80.06,,162.44,27.762,3.786,52.4561,66.31,65.31,49.74,16.165,254.25,21.9675,,178.1,57.14,32.58,78.82,24.27,56.67,12.678,20.785,112.75
2015-04-16,252.55,18.3144,6.8976,15.835,37.74,128.7584,48.89,73.55,114.75,339.25,64.72,19.47,48.1,,8.835,70.97,93.06,13.79,88.9126,63.97,92.22,67.89,96.4942,41.225,45.9,51.91,169.05,24.1725,45.6,81.34,,163.55,27.1129,3.712,51.6016,66.8,64.47,49.31,16.43,252.55,21.3975,,178.75,56.33,32.38,79.3,23.995,56.7,12.56,20.6388,112.1
2015-04-17,249.9,18.3096,6.8118,15.405,37.0,125.9858,49.395,72.81,112.5,335.1,64.21,19.315,47.2167,,8.509,69.62,91.38,13.4,87.7052,62.18,90.41,67.21,95.1316,40.61,44.6,50.88,165.45,23.9675,44.83,80.4,,163.0,26.8997,3.701,50.8152,66.08,64.31,48.87,16.45,249.9,20.7275,,176.3,55.11,32.015,77.09,23.435,55.8,12.47,20.3196,109.25
2015-04-20,253.65,18.3964,6.899,15.535,37.495,127.0196,50.18,72.34,112.8,340.1,64.49,19.385,47.6833,,8.64,70.18,91.87,13.565,88.5467,63.11,90.74,67.56,95.6388,41.225,45.08,51.49,165.0,24.115,45.93,80.69,,164.39,26.7189,3.66,50.8152,66.09,64.75,49.38,16.53,253.65,20.8694,,177.2,56.07,32.2,78.29,23.77,56.27,12.746,20.2974,111.25
2015-04-21,254.3,18.488,6.6548,15.325,37.89,128.1475,51.34,76.81,113.0,345.15,65.79,19.3,48.8333,,8.977,70.47,92.67,13.425,90.1567,64.54,94.45,68.98,95.3902,41.365,45.2,52.7,164.1,23.94,45.24,81.58,,165.46,26.5798,3.8,50.679,66.22,64.97,48.695,17.08,254.3,20.5531,,178.15,55.59,31.93,78.77,23.5,57.09,13.356,20.2841,111.7
2015-04-22,255.8,18.3867,6.6504,15.53,38.2,127.1606,50.68,78.3,113.6,338.95,65.21,19.095,49.05,,9.274,70.68,92.26,13.69,89.864,65.8,94.3,70.0,95.967,41.27,44.82,52.21,160.85,23.9475,45.75,83.16,,159.05,26.487,3.905,51.2235,66.8,63.99,48.425,17.295,255.8,20.8555,,177.1,58.01,31.64,80.14,23.485,56.77,13.128,20.129,113.6
2015-04-23,252.25,18.3337,6.6752,15.35,38.34,126.5027,50.15,77.61,116.3,337.75,65.25,18.92,49.5833,,8.855,69.39,91.9,13.695,88.6199,65.64,93.59,69.11,94.8332,40.415,44.085,51.26,159.3,25.5,45.105,82.56,,157.09,26.538,3.754,52.8266,66.79,64.6,48.415,16.82,252.25,21.1463,,175.0,58.01,31.48,78.73,23.11,56.27,13.814,20.0935,112.95
2015-04-24,251.75,18.864,6.713,15.49,38.7,126.5497,49.965,77.86,117.25,338.3,65.0,19.29,50.15,,8.705,69.4,92.49,14.115,87.3027,65.14,97.08,68.83,95.3404,41.07,43.725,52.36,161.05,25.4625,45.835,82.63,,156.07,27.1825,3.701,53.9533,66.98,63.47,48.005,17.165,251.75,22.2303,,175.75,58.99,31.415,78.37,22.87,56.69,13.866,20.1733,114.0
2015-04-27,255.65,18.9219,6.7217,15.62,39.045,128.1944,50.76,78.13,116.9,337.65,65.55,19.51,51.1167,,8.839,70.65,93.04,14.34,88.8029,65.75,97.04,68.28,96.8025,41.675,44.475,53.51,162.65,25.625,46.755,83.82,,158.63,27.303,3.695,54.6036,67.48,64.18,49.17,17.44,255.65,22.9841,,179.25,59.17,31.615,84.54,23.325,56.27,14.222,20.3373,114.9
2015-04-28,252.8,18.8447,6.6301,14.89,37.27,126.2678,49.33,76.21,114.75,335.95,64.44,19.315,49.1833,,8.512,69.17,91.47,14.225,87.3027,62.9,95.22,68.03,93.6397,40.495,43.205,52.13,158.85,25.1375,46.215,82.57,,157.88,26.5844,3.644,53.7945,66.37,64.17,49.68,17.075,252.8,23.2749,,174.0,58.61,31.575,81.49,22.5,56.22,13.89,20.4747,111.85
2015-04-29,247.95,18.2228,6.4746,14.495,37.07,124.1531,48.51,73.95,110.4,339.65,62.94,18.735,47.8167,,8.211,66.88,89.89,14.01,84.8878,60.58,92.23,65.23,91.0637,40.0,42.735,51.17,155.75,24.545,45.21,81.2,,157.56,26.195,3.488,52.8795,64.38,60.48,48.435,16.37,247.95,22.2722,,169.2,57.35,30.88,78.38,22.245,54.77,13.516,20.2354,108.05
2015-04-30,246.5,18.2421,6.5167,14.74,36.93,123.6832,48.99,74.86,111.0,337.05,65.33,18.205,47.7667,,7.12,66.84,90.32,13.905,85.4732,62.0,94.1,65.25,90.7057,40.7,43.3,51.64,156.6,24.9175,44.705,83.1,,153.42,25.9956,3.151,52.819,64.51,60.87,48.485,16.9,246.5,22.1396,,170.45,56.44,30.79,79.5,22.615,54.82,13.76,20.1512,108.75
2015-05-01,246.5,18.2421,6.5167,14.74,36.93,123.6832,48.99,74.86,111.0,337.05,65.33,18.205,47.7667,,7.12,66.84,90.32,13.905,85.4732,62.0,94.1,65.25,90.7057,40.7,43.3,51.64,156.6,24.9175,44.705,83.1,,153.42,25.9956,3.151,52.819,64.51,60.87,48.485,16.9,246.5,22.1396,,170.45,56.44,30.79,79.5,22.615,54.82,13.76,20.1512,108.75
2015-05-04,249.1,18.8495,6.5167,14.9,36.69,126.5497,50.06,75.5,114.0,346.4,65.98,18.035,48.85,,7.004,67.38,91.46,13.965,86.7904,61.6,93.5,65.15,91.7898,41.14,44.09,51.98,159.5,24.96,45.325,83.75,,156.58,26.4268,3.107,54.3011,64.97,62.6,48.13,17.005,249.1,22.4723,,173.35,56.75,30.935,79.99,22.735,54.6,13.828,19.9295,110.3
2015-05-05,240.4,17.5286,6.399,14.205,36.335,126.0328,49.22,73.08,110.85,335.2,65.84,17.775,47.5833,,6.792,67.0,90.13,13.545,84.9244,59.9,92.01,63.98,89.552,40.395,42.815,50.77,154.65,24.785,44.765,83.19,,153.89,25.7777,3.098,52.698,63.68,64.04,47.675,16.89,240.4,22.5281,,166.7,55.04,30.4,78.11,22.275,53.76,13.636,19.5616,106.95
2015-05-06,234.05,17.3985,6.4208,14.43,36.8,121.3806,48.13,72.3,109.9,331.0,64.66,17.985,46.7667,,6.888,67.64,90.72,13.62,85.4366,60.28,91.99,63.91,89.9498,40.405,41.465,50.75,154.25,24.915,43.75,80.09,,149.98,26.2089,3.209,52.2897,63.93,63.81,47.845,16.51,234.05,22.2676,,167.75,56.03,30.485,77.52,22.54,53.3,13.49,19.5616,107.3
2015-05-07,234.25,17.5576,6.3961,14.47,36.305,120.2998,48.2,72.83,109.55,331.95,63.6,17.945,47.85,,6.94,66.91,90.77,13.685,85.1073,60.36,92.96,65.09,89.4028,40.135,40.45,49.835,155.9,25.0625,43.3,79.71,,150.12,25.6015,3.287,52.6754,62.14,61.0,46.765,16.855,234.25,21.7023,,168.6,56.35,30.365,78.9,23.18,52.75,13.58,19.3887,106.8
2015-05-08,243.7,17.8709,6.6141,14.77,36.795,122.5084,48.775,74.74,111.3,337.45,64.26,18.525,48.9333,,7.0,68.49,92.66,13.925,88.254,63.4,94.78,67.25,91.193,41.415,42.135,50.73,160.8,25.525,44.075,81.04,,152.4,25.9956,3.433,53.4769,63.89,61.81,48.0,17.19,243.7,21.8698,,173.45,57.41,30.76,80.71,23.445,53.67,13.8,19.7389,111.55
2015-05-11,241.05,17.9914,6.5923,14.49,36.855,121.2866,48.91,75.03,110.45,337.1,65.14,18.4,49.0333,,7.042,68.0,92.73,13.905,86.9734,62.09,95.4,66.55,88.448,41.25,41.85,50.27,158.35,25.175,44.145,80.93,,152.54,26.1208,3.457,54.0592,62.91,61.76,47.515,17.215,241.05,22.1001,,170.15,56.86,30.845,80.5,22.325,53.1,13.822,19.9517,109.75
2015-05-12,235.35,17.8227,6.5022,14.305,36.965,119.5949,48.275,73.49,109.0,331.2,64.51,18.25,48.3667,,7.214,67.61,91.09,13.795,85.7293,60.71,93.32,65.0,88.2093,41.11,41.09,50.24,155.9,24.7275,43.805,80.22,,153.33,25.926,3.41,53.1896,62.17,62.7,46.98,16.905,235.35,22.8817,,168.25,56.11,30.52,79.77,22.165,52.67,13.804,19.8098,107.65
2015-05-13,237.15,18.0589,6.4687,14.33,37.915,118.749,48.16,73.57,108.25,333.1,63.52,17.795,48.6667,,7.12,68.08,90.52,14.06,85.3634,60.2,90.89,63.77,87.712,41.085,41.315,49.965,154.4,24.8225,44.135,80.04,,153.33,25.8333,3.369,53.4996,62.01,63.17,47.03,16.92,237.15,22.6072,,166.25,55.99,30.4,80.33,22.47,52.66,13.748,19.934,106.3
2015-05-14,241.9,18.3434,6.5414,14.46,37.665,119.031,48.525,74.46,109.25,338.85,64.04,17.875,49.4,,7.206,69.32,91.31,14.31,86.6075,60.87,91.31,64.25,88.7762,40.845,41.845,50.58,158.85,25.3125,44.93,80.95,,155.56,26.2784,3.349,53.9079,62.81,62.96,47.335,17.235,241.9,23.903,,170.15,56.9,30.755,81.69,22.76,53.72,13.996,20.1467,108.9
2015-05-15,243.85,18.2903,6.4978,14.21,37.655,116.5404,49.23,74.86,108.55,340.15,64.01,17.825,49.2667,,7.112,68.41,91.87,14.225,85.8391,60.86,90.81,63.72,87.6026,40.665,42.32,50.09,158.75,25.025,44.65,80.99,,154.91,25.9631,3.337,53.7567,62.51,61.07,46.47,17.145,243.85,24.1356,,168.4,56.74,30.475,80.85,22.785,53.6,13.866,20.2398,108.85
2015-05-18,238.9,18.2373,6.4702,14.74,37.76,117.3393,49.955,74.92,109.45,344.4,64.09,17.8,50.0333,,7.216,68.44,92.79,13.79,84.8878,61.5,91.81,64.15,88.7464,41.09,41.715,50.57,160.15,25.375,44.025,81.7,,156.54,26.181,3.345,54.286,62.76,62.23,46.67,17.6,238.9,23.554,,169.8,56.65,30.65,81.06,22.825,53.4,13.99,19.965,108.9
