,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,CAP FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,ERF FP Equity,GLE FP Equity,SGO FP Equity,STLAP FP Equity,VIV FP Equity,WLN FP Equity,OR FP Equity,ORA FP Equity
2018-11-20,10.632,85.0,21.155,76.38,91.07,35.8848,64.98,44.305,52.42,140.05,482.6,11.975,62.88,108.65,374.2,17.215,99.92,20.64,111.3,32.21,12.16,58.36,106.9,78.5121,137.8,48.865,153.96,17.8806,53.14,253.85,22.25,20.68,38.08,32.325,30.93,,6.1315,43.34,204.8,14.535
2018-11-21,10.778,85.6612,21.15,77.02,93.17,35.9311,65.42,44.79,52.5,140.5,491.1,12.545,63.48,110.25,383.0,17.26,99.76,20.61,109.75,32.83,12.32,59.0,107.55,78.0646,138.5,49.41,156.52,18.112,53.58,260.65,22.785,21.08,36.72,32.745,31.155,,6.2594,43.56,206.4,14.675
2018-11-22,10.67,84.8347,20.86,76.62,92.33,36.1166,65.28,44.285,51.7,140.05,491.9,12.375,62.24,109.05,388.0,16.93,99.84,20.35,109.1,32.34,12.145,59.1,106.45,77.8657,136.7,49.06,155.16,17.7504,53.2,258.5,22.745,20.58,35.6,32.47,31.145,,6.1344,43.52,205.1,14.645
2018-11-23,10.722,85.3306,20.91,76.86,93.41,36.404,65.87,44.36,51.8,141.0,493.6,12.43,62.46,108.2,390.3,16.655,101.05,20.28,109.55,32.93,12.09,60.45,108.85,79.0492,139.2,47.585,157.0,17.9432,53.28,258.45,22.94,19.942,35.14,32.54,31.77,,6.1722,44.12,206.4,14.635
2018-11-26,11.12,87.1488,21.215,78.54,93.58,36.2093,65.82,45.34,52.46,140.5,485.4,12.775,63.62,109.55,389.6,16.475,103.5,20.56,110.3,33.96,12.44,62.1,108.2,78.4724,139.7,48.3,157.5,18.0975,53.72,256.6,23.67,20.305,37.92,33.24,33.06,,6.3147,45.5,205.0,14.89
2018-11-27,11.086,86.2397,21.265,78.16,93.7,35.9311,66.41,45.085,52.98,141.75,476.6,12.745,63.0,108.3,387.4,16.62,102.55,20.52,108.65,34.15,12.67,61.59,108.25,78.1143,142.3,48.03,158.96,18.2807,53.7,254.2,22.75,19.582,37.9,33.01,33.195,,6.3612,45.46,208.0,15.0
2018-11-28,10.998,85.7851,21.42,77.96,93.5,35.9589,65.42,44.755,53.0,140.5,484.7,12.675,63.42,107.55,387.9,16.75,103.8,21.22,107.8,34.5,12.565,61.98,106.15,78.8503,141.6,48.245,157.64,18.3144,53.98,256.55,22.805,19.668,38.42,32.91,32.935,,6.3815,46.44,207.4,14.955
2018-11-29,11.052,86.0744,21.535,77.58,94.86,36.2279,65.54,44.775,52.7,140.35,485.1,12.97,64.34,107.25,388.7,16.415,102.85,21.48,111.65,34.74,12.49,62.4,111.5,78.4425,144.8,48.44,154.66,18.0686,54.04,256.5,22.985,20.055,39.58,32.83,32.88,,6.4804,47.16,208.4,15.02
2018-11-30,10.968,88.2231,21.515,77.1,94.62,35.9404,66.06,44.375,52.36,141.2,477.7,12.93,64.28,108.3,384.0,15.9,103.05,21.2,112.15,33.96,12.42,62.05,110.35,79.3774,146.2,49.165,151.84,18.1023,54.1,252.55,23.105,20.015,38.3,32.46,32.735,,6.3961,47.14,207.9,15.16
2018-12-03,11.084,88.4298,21.58,75.4,95.7,35.5231,65.42,44.845,52.34,141.0,493.7,13.71,65.44,109.7,413.5,14.98,106.05,22.33,113.5,33.76,12.55,61.86,112.15,77.796,148.2,49.815,149.6,18.1168,53.06,265.25,23.14,20.82,38.42,32.85,32.32,,6.5269,48.56,212.2,14.975
2018-12-04,10.838,88.595,21.24,76.66,94.27,34.8741,65.53,43.86,50.8,142.3,495.8,13.325,64.4,106.7,405.4,15.3,104.35,21.48,112.85,33.5,12.35,60.5,111.75,78.6613,146.9,49.495,147.74,18.0878,52.2,261.85,22.735,20.44,36.76,32.165,32.005,,6.399,47.6,212.5,14.73
2018-12-05,10.73,87.686,20.65,74.66,92.31,34.7999,64.59,43.42,49.26,142.0,487.5,12.88,63.52,106.0,403.2,14.91,103.25,21.21,112.1,33.36,12.365,59.89,109.1,77.6469,145.2,48.805,146.76,17.8757,52.0,259.5,22.59,20.14,35.36,31.775,31.05,,6.3379,46.5,209.2,14.79
2018-12-06,10.212,86.0331,19.972,70.98,88.64,33.4275,63.43,41.785,48.64,137.95,478.1,12.11,60.72,103.85,390.9,14.395,96.62,20.94,110.25,31.77,12.08,57.39,106.0,75.2101,139.0,47.385,142.9,17.3647,50.56,247.9,21.725,18.96,33.0,30.555,29.805,,6.1344,45.58,202.9,14.535
2018-12-07,10.192,87.1488,19.72,72.68,89.07,34.4568,63.8,41.595,48.45,138.0,482.1,11.965,61.36,104.1,395.3,14.58,96.48,20.95,109.9,32.99,12.125,57.57,105.65,76.1351,141.3,48.165,144.74,17.3599,50.48,249.5,21.55,19.298,32.58,30.455,29.94,,6.178,45.38,206.0,14.66
2018-12-10,9.89,87.0661,19.36,71.66,87.49,34.4012,62.97,40.4,48.26,137.45,472.3,11.645,61.06,102.1,389.3,14.67,94.0,20.69,109.3,32.08,11.99,55.28,102.55,76.4931,139.1,47.34,143.08,16.9646,49.75,243.25,21.29,18.57,32.34,29.525,29.55,,6.085,44.74,206.5,14.495
2018-12-11,9.886,87.686,19.192,73.7,88.6,34.9575,62.81,40.68,48.89,140.5,479.0,11.995,61.74,104.65,399.4,14.855,96.8,21.72,109.6,33.04,12.26,55.26,105.3,77.6668,143.7,47.765,143.22,17.3985,50.22,249.25,21.59,19.202,33.5,29.59,30.325,,6.1344,46.08,207.7,14.595
2018-12-12,10.232,88.6777,19.354,74.78,91.48,35.6066,64.13,41.905,49.7,148.8,481.3,12.24,63.18,107.9,409.7,15.145,98.46,22.22,111.05,33.75,12.65,56.31,108.65,79.3575,146.1,48.47,147.32,17.7407,51.08,254.35,22.27,19.724,34.68,30.41,30.605,,6.2362,47.2,209.5,14.775
2018-12-13,10.242,88.7603,19.316,74.5,89.97,35.4304,64.32,42.19,49.66,148.2,490.5,12.235,62.84,105.65,411.4,15.23,95.78,21.92,110.75,33.17,12.775,57.07,108.6,78.174,144.2,48.94,146.14,17.9336,49.92,255.85,22.13,19.538,34.64,30.485,30.325,,6.2391,47.74,207.0,14.595
2018-12-14,10.136,88.595,19.198,73.52,88.67,35.6437,64.08,41.595,49.98,148.4,485.8,12.23,61.0,103.95,404.4,14.925,94.22,21.02,110.05,33.1,12.905,55.65,108.2,77.8159,141.9,49.1,144.62,17.8516,49.69,251.95,21.775,19.42,33.0,29.85,29.595,,6.1896,46.14,204.3,14.54
2018-12-17,9.911,87.8926,19.02,72.36,87.65,35.5139,63.23,40.58,50.1,146.65,476.8,12.095,60.36,102.8,403.1,14.61,92.02,20.54,109.5,32.5,12.865,54.66,107.6,77.0004,140.7,48.615,142.56,17.895,49.33,250.1,21.465,19.424,32.4,29.025,29.0,,6.1141,43.0,203.3,14.435
2018-12-18,9.85,86.9835,18.97,71.34,88.65,34.8926,62.69,40.555,49.47,144.85,474.1,12.11,60.48,103.5,402.5,14.645,90.04,20.36,109.0,31.85,12.67,54.41,107.2,75.7969,139.8,46.755,139.4,17.5431,49.21,252.0,21.535,19.082,32.16,28.805,28.785,,6.1257,43.2,202.5,14.225
2018-12-19,9.872,88.9669,18.952,71.6,87.2,34.6979,62.82,40.88,50.58,145.6,477.3,12.03,60.22,102.8,407.7,14.91,91.18,20.86,109.9,31.9,12.795,54.52,106.35,76.3937,144.2,46.83,140.4,17.7311,48.94,252.4,21.635,19.44,31.52,28.9,28.885,,6.2042,42.84,203.1,14.355
2018-12-20,9.477,88.2645,18.688,71.42,83.33,34.225,62.26,39.4,49.71,144.0,473.3,11.68,59.1,102.1,399.9,14.85,87.3,20.16,109.95,30.39,12.465,54.45,104.1,75.7373,136.0,45.895,137.54,17.6154,48.7,250.1,21.205,18.614,31.38,27.93,28.485,,6.1024,41.4,201.6,14.265
2018-12-21,9.435,88.9256,18.796,71.42,83.1,32.7321,62.23,39.5,49.96,142.3,475.4,12.03,58.06,101.0,396.1,14.83,86.0,20.03,110.35,30.84,12.51,55.14,102.65,75.2698,135.4,46.045,137.9,17.4467,48.53,253.45,21.125,18.456,31.64,28.09,28.6,,6.1693,40.6,200.7,14.175
2018-12-24,9.288,88.2645,18.768,70.5,81.63,32.1294,61.62,38.79,48.64,141.65,463.5,11.85,57.98,99.14,387.0,14.51,84.18,19.94,109.65,30.91,12.28,54.9,101.6,73.8376,133.9,45.23,134.54,17.3454,48.43,245.15,21.345,17.966,31.54,27.61,28.38,,6.1053,40.58,197.65,14.105
2018-12-25,9.288,88.2645,18.768,70.5,81.63,32.1294,61.62,38.79,48.64,141.65,463.5,11.85,57.98,99.14,387.0,14.51,84.18,19.94,109.65,30.91,12.28,54.9,101.6,73.8376,133.9,45.23,134.54,17.3454,48.43,245.15,21.345,17.966,31.54,27.61,28.38,,6.1053,40.58,197.65,14.105
2018-12-26,9.288,88.2645,18.768,70.5,81.63,32.1294,61.62,38.79,48.64,141.65,463.5,11.85,57.98,99.14,387.0,14.51,84.18,19.94,109.65,30.91,12.28,54.9,101.6,73.8376,133.9,45.23,134.54,17.3454,48.43,245.15,21.345,17.966,31.54,27.61,28.38,,6.1053,40.58,197.65,14.105
2018-12-27,9.173,86.6529,18.54,70.64,82.1,31.9996,60.28,38.545,48.08,139.85,469.3,11.87,58.22,99.22,385.5,14.505,84.7,20.12,108.8,30.26,12.02,53.68,100.7,73.3602,135.1,45.35,132.4,16.8682,48.09,247.15,20.805,17.8,31.3,27.215,28.155,,6.0966,40.14,195.6,13.95
2018-12-28,9.406,87.8099,18.78,71.96,83.76,32.3427,60.67,39.375,49.25,141.4,476.8,12.235,59.32,100.8,397.5,14.825,85.92,20.37,109.75,30.99,12.275,54.03,103.1,74.8123,138.0,46.085,133.26,17.1333,49.28,252.75,21.155,17.988,31.84,27.795,29.0,,6.1111,41.6,198.1,14.08
2018-12-31,9.43,89.6281,18.858,72.02,83.96,32.7043,61.51,39.475,50.08,143.3,484.8,12.485,59.72,102.0,411.6,14.91,86.8,20.74,110.45,31.34,12.525,54.55,105.4,75.2499,139.6,46.18,135.4,17.3117,49.3,258.2,21.675,18.14,32.6,27.82,29.165,,6.1867,42.2,201.2,14.155
2019-01-01,9.43,89.6281,18.858,72.02,83.96,32.7043,61.51,39.475,50.08,143.3,484.8,12.485,59.72,102.0,411.6,14.91,86.8,20.74,110.45,31.34,12.525,54.55,105.4,75.2499,139.6,46.18,135.4,17.3117,49.3,258.2,21.675,18.14,32.6,27.82,29.165,,6.1867,42.2,201.2,14.155
2019-01-02,9.313,87.686,18.806,71.44,84.17,32.7877,61.04,39.085,49.54,141.2,477.6,12.145,59.22,101.7,402.8,14.68,84.26,20.57,110.7,30.44,12.54,52.93,103.45,74.9913,138.5,46.655,132.62,17.1622,48.94,253.3,21.395,17.698,32.74,27.425,28.78,,6.1751,41.62,199.6,14.095
2019-01-03,9.283,86.0744,18.65,71.2,81.21,32.1479,61.09,38.855,48.7,138.95,464.0,10.735,57.58,99.22,380.7,14.965,79.8,19.256,109.65,30.16,12.54,52.6,101.1,74.2553,133.8,46.255,133.3,17.0417,48.07,243.65,21.05,17.32,31.5,27.44,28.53,,6.1199,39.0,197.2,14.18
2019-01-04,9.764,88.4711,19.236,72.58,85.12,32.2499,61.98,40.74,49.67,141.1,477.8,10.905,59.72,102.2,397.4,15.13,82.66,20.01,110.8,30.82,12.715,54.23,105.2,74.9317,139.1,47.41,138.12,17.2346,49.35,251.15,21.84,18.46,32.64,28.37,29.37,,6.2245,39.7,200.0,14.28
2019-01-07,9.748,87.9752,19.15,72.22,83.56,31.6101,60.84,40.68,50.9,138.65,472.2,11.35,59.46,100.0,396.4,15.285,84.3,20.4,110.6,30.9,13.02,54.47,103.45,73.4398,140.4,47.3,137.32,17.1333,49.49,250.7,21.735,18.764,33.16,28.415,29.14,,6.2914,38.92,197.45,14.2
2019-01-08,9.811,88.0992,19.222,73.14,86.65,31.6379,61.32,40.885,51.62,138.7,479.9,11.37,59.92,101.5,410.5,15.7,87.48,20.7,111.2,30.3,13.16,55.95,106.45,74.0166,144.8,47.2,141.66,17.3213,50.2,258.55,21.985,19.192,35.12,28.615,29.675,,6.3088,40.28,198.65,13.78
2019-01-09,9.799,86.9008,19.346,72.9,89.68,32.3519,61.56,40.775,53.02,138.25,491.2,12.01,60.16,103.4,420.1,15.85,90.8,21.23,111.7,30.09,13.235,56.64,107.95,73.7282,144.9,47.83,143.34,17.4515,51.18,261.55,22.545,19.632,35.38,28.505,29.84,,6.3147,42.8,197.05,13.73
2019-01-10,9.882,85.9504,19.508,73.08,89.61,31.9996,61.76,41.215,52.78,138.5,489.9,12.17,59.92,103.6,405.4,15.81,90.9,21.49,112.1,30.43,13.465,56.61,105.6,73.7779,143.7,47.6,143.28,17.5961,51.14,259.15,22.305,19.406,35.44,28.78,29.6,,6.3321,41.9,198.15,13.57
2019-01-11,9.886,85.3306,19.556,72.98,88.38,32.6394,62.08,41.37,52.9,138.45,496.4,12.285,58.9,102.55,405.9,15.72,90.1,21.39,112.25,30.05,13.325,55.34,105.55,73.7282,141.3,46.785,143.8,17.0851,51.02,258.3,21.695,19.168,34.2,28.855,28.89,,6.3263,42.2,197.95,13.77
2019-01-14,9.958,84.6281,19.678,73.04,89.91,31.8976,61.73,41.62,52.58,136.55,488.7,12.155,58.56,101.1,397.7,16.025,87.7,21.21,112.05,29.5,13.36,56.1,105.8,72.5049,136.1,47.05,143.88,17.0803,50.26,251.7,22.235,19.312,33.56,29.03,28.77,,6.3117,40.02,195.9,13.555
2019-01-15,9.956,85.5785,19.738,73.46,92.31,32.5745,62.26,41.695,52.42,138.3,494.0,12.31,58.2,100.75,394.3,15.91,91.0,21.4,111.95,29.69,13.605,55.92,108.0,73.7879,136.9,46.985,142.4,17.1671,50.22,250.8,22.145,19.21,33.02,29.005,28.81,,6.2769,40.06,196.9,13.46
2019-01-16,10.346,85.9091,20.05,73.82,92.54,33.0659,61.47,43.08,52.56,137.2,488.9,12.55,58.54,99.1,397.0,16.02,93.66,21.53,111.95,29.88,13.5,56.88,108.35,73.9072,140.3,47.05,145.46,17.3406,50.58,248.95,22.18,19.28,33.34,30.21,29.0,,6.3263,42.92,195.25,13.4
2019-01-17,10.154,85.9091,20.1,74.38,91.76,32.4632,61.9,41.42,52.38,138.25,495.7,12.32,58.48,98.62,397.5,16.02,93.86,21.72,112.1,29.79,13.6,56.13,108.2,73.3105,142.8,46.915,146.3,17.3454,50.3,246.55,22.36,19.34,33.1,28.5,29.295,,6.3612,43.2,196.75,13.445
2019-01-18,10.324,87.2314,20.56,75.42,93.66,31.9439,62.35,42.47,53.04,139.6,500.4,12.86,60.26,99.82,410.0,16.615,96.38,22.34,112.05,30.12,13.835,57.1,110.05,72.5248,147.0,47.785,150.24,17.6781,51.08,253.4,23.25,20.01,35.98,28.605,29.91,,6.3873,44.94,199.8,13.57
2019-01-21,10.228,86.9008,20.485,74.74,94.5,32.6394,62.94,42.3,52.88,138.7,501.4,12.92,60.38,100.95,412.9,16.405,95.64,22.32,112.3,29.69,13.73,56.91,110.1,72.6939,146.4,47.385,149.26,17.519,51.12,257.25,23.3,19.848,35.94,28.275,29.73,,6.3263,44.86,198.85,13.45
2019-01-22,10.07,86.6942,20.395,74.64,94.75,32.0738,62.81,41.515,53.24,140.0,498.8,12.48,60.16,100.95,410.0,16.335,96.0,22.04,112.1,29.7,13.695,56.78,109.2,72.7635,144.3,47.01,148.5,17.437,51.1,257.1,23.25,18.944,36.36,27.82,30.12,,6.3176,46.0,198.7,13.36
2019-01-23,10.108,86.8182,20.27,74.84,93.81,31.7121,62.68,41.575,53.14,142.0,499.8,12.5,59.18,98.12,412.7,17.465,95.52,22.1,111.75,29.68,13.805,57.41,109.75,72.5944,145.7,46.605,149.1,17.4515,50.58,257.35,23.285,18.67,35.78,27.565,29.71,,6.2478,47.0,200.5,13.38
2019-01-24,10.132,87.0248,20.38,75.6,95.92,31.7863,62.8,41.38,53.78,142.2,500.6,13.765,60.18,96.0,414.7,17.22,97.2,22.13,111.85,30.55,13.755,58.3,109.25,72.5745,149.2,47.01,150.24,17.5238,51.18,257.85,23.61,18.994,35.96,27.72,30.19,,6.2594,46.6,199.5,13.365
2019-01-25,10.378,86.9421,20.41,76.84,96.51,33.7243,62.45,42.99,54.36,141.5,504.4,14.37,61.18,96.08,421.2,17.455,97.36,22.31,111.15,30.93,13.925,61.16,110.5,72.8828,151.4,47.45,152.66,17.4177,52.26,261.1,23.825,20.04,37.92,28.62,30.96,,6.2914,47.86,200.6,13.48
2019-01-28,10.14,86.3223,20.3,76.4,95.42,32.5188,61.96,42.455,54.04,141.0,504.0,14.07,60.82,96.42,418.3,17.28,95.54,21.73,110.5,30.85,13.875,60.31,110.95,72.9226,149.7,46.685,154.1,17.3647,51.64,258.65,23.535,20.15,36.0,28.145,30.89,,6.2972,46.54,201.2,13.485
2019-01-29,10.118,87.0248,20.36,76.88,96.05,33.1586,62.52,42.38,53.6,142.85,503.0,13.835,61.56,95.9,418.4,17.39,96.36,21.93,110.4,30.83,14.045,61.31,113.75,74.2056,148.3,47.24,156.06,17.5817,52.08,259.75,23.535,19.974,35.26,28.135,30.615,,6.4368,47.5,205.9,13.49
2019-01-30,10.162,87.6446,20.33,76.98,99.0,33.2514,63.15,42.32,53.5,142.9,518.4,13.885,61.84,97.78,432.3,17.265,97.22,21.99,110.3,30.98,13.895,61.16,114.1,74.2553,148.1,47.02,157.98,17.5045,52.22,277.6,23.92,20.29,35.0,28.19,30.525,,6.4658,45.4,208.2,13.51
2019-01-31,9.959,87.562,20.245,76.88,100.22,32.6208,63.5,40.965,53.3,145.0,524.4,13.865,62.08,96.66,437.5,17.285,96.48,21.91,110.65,30.92,13.985,61.85,114.5,75.4091,150.3,47.98,157.16,17.76,51.76,279.75,23.71,20.195,35.16,27.14,30.12,,6.4658,46.82,210.1,13.57
2019-02-01,9.911,88.0165,20.355,77.24,101.12,32.8248,64.09,40.885,54.3,146.35,525.0,13.905,62.86,98.78,446.2,17.375,95.38,21.94,111.6,31.03,14.09,61.41,114.9,74.9913,152.9,48.21,157.02,17.9673,52.36,284.65,23.725,20.9,34.5,26.485,30.18,,6.5094,48.76,211.8,13.595
2019-02-04,9.713,87.7273,20.39,76.76,101.4,32.5837,64.26,40.11,54.1,145.5,520.0,13.95,62.54,99.42,442.1,17.23,96.06,22.4,110.75,30.66,13.935,60.14,115.25,75.6478,151.7,48.09,155.86,17.654,52.08,282.6,23.495,20.655,34.76,25.75,29.795,,6.5676,50.3,211.8,13.465
2019-02-05,9.96,88.4298,20.515,78.02,102.0,33.5574,64.89,41.135,55.3,148.8,534.0,13.825,63.58,102.05,451.2,17.66,97.14,23.34,111.65,31.15,14.1,60.49,116.45,76.4235,157.3,48.9,154.2,17.9914,53.58,291.15,23.7,20.62,34.4,26.06,31.68,,6.6461,52.25,219.9,13.63
2019-02-06,10.17,87.4793,20.57,77.52,102.08,34.9204,64.8,41.865,55.0,147.65,529.6,14.49,64.14,102.2,444.7,18.075,98.66,25.7,111.0,31.13,13.965,60.43,114.7,75.6279,154.3,48.78,152.48,17.7407,53.22,288.1,23.95,21.27,33.02,26.5,31.925,,6.6257,52.2,217.2,13.565
2019-02-07,9.862,86.8595,20.285,76.84,99.83,34.6701,64.39,40.79,46.84,149.45,520.4,13.845,62.74,99.66,440.4,17.49,95.56,25.62,108.9,30.6,13.81,57.87,113.15,74.4244,150.2,48.045,152.06,18.1457,52.64,283.4,22.985,20.245,32.94,24.705,31.38,,6.5094,50.85,216.1,13.43
2019-02-08,9.551,86.281,20.11,76.2,99.94,34.2621,64.41,39.85,47.28,150.55,528.0,13.535,62.1,100.15,440.9,17.485,94.86,25.39,106.4,29.64,13.74,56.61,112.25,74.8521,149.6,48.43,152.18,17.8998,51.7,283.55,22.42,19.248,31.68,24.02,30.88,,6.4542,49.14,218.8,13.27
2019-02-11,9.636,86.8182,20.27,76.84,102.0,33.9746,64.8,40.505,48.78,149.8,533.8,13.905,62.94,100.6,451.0,17.505,97.38,25.57,108.35,29.97,13.905,56.77,113.55,74.9317,153.1,48.72,154.36,18.1409,52.26,288.3,22.69,19.03,30.22,24.15,30.995,,6.5414,51.25,221.2,13.305
2019-02-12,9.802,87.6033,20.355,78.12,102.78,33.7057,64.8,40.995,48.13,147.9,541.0,14.65,63.2,100.25,465.8,17.79,96.46,25.18,108.25,29.98,13.925,56.62,113.6,75.1206,153.0,48.795,153.88,18.1746,53.48,294.8,25.65,19.222,31.26,24.51,30.865,,6.524,51.2,224.5,13.215
2019-02-13,9.885,87.9752,20.505,78.84,104.38,34.3826,65.13,41.39,47.91,147.95,546.0,14.64,63.78,101.4,480.0,17.925,99.2,25.53,109.5,30.16,13.95,56.67,114.85,73.4796,155.8,48.91,151.58,18.2277,52.38,294.65,25.7375,19.932,32.9,24.28,31.095,,6.5153,50.5,222.8,13.24
2019-02-14,9.8,87.6033,20.37,79.1,107.18,34.1786,65.26,40.415,47.81,149.0,541.4,14.59,66.14,104.2,468.2,17.755,102.35,25.36,106.1,30.09,14.04,57.57,114.2,72.9922,153.6,48.985,143.42,18.1746,56.12,290.85,25.225,19.49,33.86,23.785,31.595,,6.6083,53.05,220.5,13.195
2019-02-15,10.196,88.3058,20.745,80.52,110.98,34.8277,65.69,42.11,47.67,150.55,540.8,14.695,68.16,106.85,473.5,18.135,102.55,25.67,105.8,31.0,14.12,59.63,115.15,74.8322,155.6,49.695,145.12,18.406,57.42,294.2,25.35,20.15,34.1,24.545,32.67,,6.9804,53.1,221.8,13.425
2019-02-18,10.446,88.4298,20.78,80.46,111.26,34.8184,65.91,42.425,48.83,150.0,544.0,14.63,68.08,107.15,475.4,17.985,102.3,25.69,106.8,31.25,14.075,58.91,115.55,74.9814,156.4,49.51,145.12,18.4687,57.72,295.1,25.5625,20.035,34.7,25.175,32.735,,6.9572,54.4,224.7,13.595
2019-02-19,10.456,88.2645,20.79,80.28,111.14,34.8555,66.39,42.24,48.64,149.45,545.4,14.48,67.88,106.95,475.2,18.07,102.0,25.47,105.9,30.82,14.085,58.92,115.8,74.2653,154.1,49.51,143.54,18.6085,57.42,297.25,25.325,19.832,35.02,25.04,32.785,,6.931,52.7,223.1,13.655
2019-02-20,10.59,89.4215,21.16,81.04,111.12,35.3099,66.88,42.565,48.98,151.0,549.0,14.675,69.4,107.25,474.5,17.9,103.3,25.72,107.3,31.57,14.11,59.97,117.5,73.7978,153.1,49.63,143.82,18.7242,58.12,296.6,25.75,20.295,35.9,25.32,33.17,,6.963,51.6,224.4,13.645
2019-02-21,10.492,89.9587,21.39,82.06,111.36,35.0317,67.8,41.595,48.13,152.95,551.4,14.65,70.0,107.0,476.4,17.77,102.05,25.49,107.15,32.71,14.13,59.93,118.25,72.7038,152.8,49.735,143.78,19.0472,58.14,296.95,25.85,20.28,35.86,24.98,32.95,,6.9688,49.98,225.5,13.645
2019-02-22,10.562,90.4959,21.635,82.36,113.7,35.0224,67.48,41.925,48.13,151.9,553.8,14.82,69.38,107.65,480.0,17.95,102.85,25.84,107.65,32.8,14.06,59.74,120.0,72.1767,153.7,49.955,142.42,18.9026,58.56,299.75,25.775,20.51,36.02,25.335,32.41,,7.0444,49.64,225.1,13.665
2019-02-25,10.754,90.4132,21.8,82.16,113.34,35.0688,67.37,42.86,48.29,150.7,556.6,15.25,69.18,109.0,483.6,17.795,104.95,25.6,108.7,32.87,14.07,60.79,119.8,72.3457,155.9,49.51,142.84,19.0906,58.7,302.9,26.475,20.85,36.5,26.05,32.565,,7.056,49.42,224.1,13.53
2019-02-26,10.81,91.405,21.825,82.96,113.12,34.8462,67.64,43.155,47.97,151.2,556.2,15.02,69.0,107.9,486.5,17.755,104.45,25.78,108.4,32.85,14.13,60.47,120.3,72.3457,155.9,49.7,143.34,19.1966,58.84,304.25,26.4625,20.605,36.46,25.765,32.55,,7.0996,48.58,224.1,13.405
2019-02-27,11.1,90.4959,22.105,82.74,113.46,35.2171,66.42,44.2,47.95,150.0,558.2,14.68,68.32,107.15,481.4,17.555,105.15,25.52,106.75,32.99,13.9,60.7,120.0,72.3358,154.1,50.02,143.76,18.6953,57.96,302.4,26.2875,20.46,36.72,26.56,31.9,,7.0909,49.1,220.3,13.305
2019-02-28,11.232,90.6198,22.295,83.92,113.6,35.4397,66.33,45.055,48.73,151.4,556.8,14.37,68.42,108.25,480.1,18.0,105.2,25.73,106.45,33.25,13.25,60.23,119.9,73.1016,157.0,49.99,142.0,18.6085,58.0,302.0,26.375,20.21,37.02,27.0,31.66,,7.4718,49.32,221.9,13.44
2019-03-01,11.138,91.281,22.525,83.16,113.9,35.3099,65.88,44.895,49.76,153.15,562.4,14.695,69.06,107.15,495.5,17.71,107.1,25.99,106.7,33.18,13.34,60.65,120.0,73.5989,165.0,49.875,141.8,18.6664,58.2,306.6,26.35,20.32,38.2,27.04,31.335,,7.4485,49.74,223.4,13.33
2019-03-04,11.11,90.8264,22.455,83.52,114.02,35.4582,66.72,44.94,50.2,154.0,565.6,14.845,69.98,107.6,494.5,17.37,106.75,25.74,108.1,32.84,13.2,60.33,120.45,74.6233,162.5,50.37,143.74,18.7435,58.82,308.0,26.3,20.345,39.82,27.215,31.825,,7.3991,50.0,223.2,13.315
2019-03-05,11.07,91.6116,22.285,83.78,113.24,35.3841,66.93,44.515,49.86,153.85,567.2,14.79,69.56,109.3,493.4,17.35,106.9,26.31,109.05,32.54,13.175,60.17,120.9,76.0157,161.5,50.85,144.28,18.7676,58.82,309.0,25.9625,20.055,35.86,27.025,31.715,,7.4456,50.35,226.2,13.36
2019-03-06,11.006,92.3967,22.355,83.68,113.72,34.8092,67.36,44.69,50.36,154.0,562.8,14.245,69.66,108.1,489.0,17.45,107.5,25.6,108.75,32.6,13.115,59.44,120.7,76.1649,160.5,51.02,143.72,18.8206,58.58,306.9,25.75,19.96,37.34,27.11,31.405,,7.4718,50.55,224.0,13.26
2019-03-07,10.658,91.4876,22.225,84.02,112.74,35.1801,68.02,43.18,50.24,156.05,564.6,13.945,69.26,106.45,487.0,17.48,105.85,25.8,108.65,32.2,13.28,57.73,120.15,76.2246,159.4,51.02,144.32,18.9893,58.5,306.05,25.55,19.382,38.88,25.94,31.135,,7.4282,50.4,228.1,13.425
2019-03-08,10.6,91.6116,21.985,84.36,111.52,34.7999,67.91,42.345,49.81,155.55,566.2,13.93,67.6,108.05,486.8,17.115,105.1,25.89,101.8,31.84,13.24,57.19,119.55,76.3639,157.9,50.33,146.64,18.9845,58.0,305.8,25.175,18.71,37.4,25.3,31.165,,7.434,50.25,229.1,13.565
2019-03-11,10.886,92.1074,22.17,84.82,112.96,35.0688,67.93,43.33,50.22,155.2,567.8,14.15,68.76,107.5,487.5,17.295,106.25,25.9,103.65,32.01,13.28,58.73,117.55,76.5429,160.1,50.76,146.0,19.1002,58.58,306.4,25.3875,18.97,36.06,26.355,31.38,,7.4456,51.7,227.3,13.595
