,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,CAP FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,ERF FP Equity,GLE FP Equity,SGO FP Equity,STLAP FP Equity,VIV FP Equity,WLN FP Equity,OR FP Equity,ORA FP Equity
2019-03-12,10.878,92.0248,22.15,84.04,114.58,35.0039,67.61,43.045,49.87,154.95,569.0,14.085,69.1,106.65,487.6,17.25,105.55,25.88,103.85,31.74,13.335,58.56,117.0,76.9805,160.5,50.66,144.64,19.2159,58.86,308.6,25.175,19.25,36.58,26.3,31.92,,7.4456,50.9,228.3,13.525
2019-03-13,11.002,92.2727,22.31,84.0,116.88,34.9761,67.95,43.555,50.38,155.35,569.2,13.97,69.4,107.15,490.5,17.135,106.9,26.35,102.45,31.66,13.335,58.98,117.25,77.3783,160.2,51.21,145.5,19.2159,59.98,310.5,25.7375,19.316,37.0,26.73,32.185,,7.5066,49.92,228.9,13.59
2019-03-14,10.952,92.9339,22.465,85.82,117.0,35.3841,68.71,43.84,50.5,157.5,575.0,13.925,69.82,109.4,494.6,17.145,106.25,26.16,105.85,31.8,13.3,58.8,117.4,77.9253,160.6,51.45,148.5,19.322,60.18,315.6,26.0,18.848,37.12,27.0,32.7,,7.5386,49.9,232.6,13.785
2019-03-15,11.042,94.0083,22.795,86.28,117.68,35.6437,69.05,44.285,50.36,158.8,584.0,14.62,70.72,110.35,496.3,16.925,107.9,26.51,106.4,32.68,13.515,59.68,118.8,79.1188,159.4,51.7,149.34,19.3316,60.28,318.6,26.425,19.126,36.48,27.295,33.105,,7.5299,50.05,236.1,14.155
2019-03-18,11.326,92.9752,22.8,86.76,118.0,36.404,69.13,45.1,50.46,157.9,582.0,14.25,70.34,110.5,496.0,16.97,107.35,25.99,105.2,32.78,13.5,60.28,119.85,78.7906,159.2,52.27,149.9,19.3991,59.94,317.15,26.2125,19.55,36.9,27.97,32.945,,7.5415,50.35,235.2,14.27
2019-03-19,11.31,92.438,22.845,85.88,119.0,36.4968,68.78,45.11,50.82,157.05,590.2,14.4,71.14,110.05,509.4,17.045,106.75,26.2,105.5,32.33,13.44,61.6,121.25,79.1188,160.5,51.54,150.04,19.5534,60.38,320.3,26.4625,19.914,37.66,27.975,32.665,,7.591,51.85,234.7,14.36
2019-03-20,11.112,93.0992,22.675,85.84,117.86,36.302,68.96,44.19,50.24,157.9,596.6,14.225,70.26,108.2,502.8,17.04,106.35,26.13,105.0,31.96,13.475,60.56,120.9,78.9697,162.7,50.36,149.38,19.269,59.88,318.2,25.9125,19.35,36.26,27.24,32.565,,7.527,52.25,235.2,14.355
2019-03-21,10.922,93.3471,22.605,86.08,118.56,36.3206,69.41,43.04,49.85,160.1,592.2,14.85,70.18,108.2,500.0,17.005,106.7,26.19,98.12,32.44,13.45,59.78,120.95,79.3078,164.0,50.48,151.92,19.4377,60.18,317.8,26.1125,19.418,36.78,26.575,32.365,,7.5183,52.7,237.3,14.545
2019-03-22,10.51,91.4463,22.33,84.84,114.6,35.5231,67.7,41.625,48.7,157.5,583.2,14.53,67.74,105.7,492.2,16.9,103.75,25.98,97.96,31.7,13.245,57.58,118.1,77.8856,162.0,49.43,152.14,19.2497,58.62,313.45,25.7375,18.368,36.0,25.525,31.13,,7.4165,52.45,234.7,14.41
2019-03-25,10.47,92.6446,22.295,84.88,114.04,35.1522,67.13,41.525,47.83,158.6,588.6,13.97,68.3,105.3,497.4,16.455,101.65,25.84,97.0,31.47,13.3,56.5,117.85,77.5375,159.0,49.25,150.5,19.0472,58.82,317.7,25.8,18.216,35.0,25.4,30.73,,7.402,51.95,234.8,14.325
2019-03-26,10.492,93.3471,22.37,86.04,116.34,35.5602,67.78,41.425,47.66,159.9,590.0,14.13,68.72,106.05,504.2,16.525,105.0,26.49,98.82,31.57,13.23,56.88,118.1,77.9055,162.0,49.585,153.0,19.1388,58.94,322.8,25.975,17.936,36.22,25.475,31.08,,7.5008,52.75,238.3,14.4
2019-03-27,10.866,93.0992,22.48,86.24,115.48,35.5973,67.54,42.325,47.91,159.35,590.0,13.195,68.98,104.9,502.0,16.715,102.7,25.71,98.6,31.62,13.295,58.49,116.9,77.2689,158.8,49.36,147.96,19.1822,59.06,322.9,26.175,17.952,35.82,25.97,32.04,,7.4921,52.9,238.4,14.4
2019-03-28,10.66,93.3058,22.255,85.56,116.26,35.5602,68.12,41.985,47.53,160.0,589.8,12.73,68.68,105.1,503.4,16.275,106.6,26.14,96.0,31.27,13.24,57.89,118.65,78.2834,158.3,49.295,145.86,19.1002,58.66,324.1,25.9625,17.726,36.1,25.47,31.785,,7.495,52.9,238.6,14.36
2019-03-29,10.77,93.6777,22.43,86.72,117.9,35.8106,68.69,42.61,47.73,160.0,588.2,13.165,69.94,106.75,511.2,16.65,108.1,26.55,97.38,31.85,13.28,58.91,122.25,78.3132,160.2,49.52,146.14,19.2159,59.66,327.9,26.35,18.058,36.9,25.775,32.31,,7.5096,52.8,239.8,14.5
2019-04-01,11.085,94.2149,22.705,87.5,117.76,36.4318,68.34,43.48,46.01,158.5,597.4,13.73,70.74,109.15,522.1,16.77,109.85,26.68,97.2,32.63,13.315,60.65,123.2,78.4226,165.0,50.0,148.5,19.3027,60.14,333.25,27.325,19.098,37.2,26.525,33.275,,7.4863,53.55,240.4,14.585
2019-04-02,11.165,94.2975,22.965,88.0,117.22,37.118,68.5,43.905,46.86,160.8,600.0,14.105,71.68,108.15,526.4,16.64,108.6,26.66,96.84,32.72,13.35,61.24,122.35,78.8105,165.6,49.98,149.85,19.3123,60.48,334.5,27.4375,19.32,37.46,26.615,33.535,,7.4979,53.35,238.6,14.605
2019-04-03,11.375,95.4959,23.34,89.36,118.54,37.4147,68.92,44.515,47.1,160.4,600.6,14.905,73.06,107.85,524.2,16.745,109.9,27.06,97.26,33.16,13.47,62.03,125.05,78.2834,166.6,50.0,150.15,19.6594,61.38,334.0,27.8125,19.83,38.14,26.845,34.48,,7.6462,55.85,240.2,14.83
2019-04-04,11.47,95.6198,23.37,88.86,117.82,37.1087,68.4,44.875,46.94,160.0,597.6,15.135,73.02,108.3,522.5,16.855,108.5,26.66,97.24,33.16,13.47,62.37,124.0,78.1442,165.7,49.87,151.95,19.6594,61.4,333.55,27.975,19.768,36.84,26.98,34.81,,7.6113,54.95,241.3,14.85
2019-04-05,11.34,96.3223,23.25,89.3,118.68,36.9882,67.9,44.505,46.53,160.2,597.4,15.56,72.84,108.25,530.1,16.735,108.9,26.63,96.1,33.24,13.44,62.16,125.45,78.0646,165.7,50.29,150.9,19.7173,61.54,336.05,27.875,19.998,36.38,26.65,35.1,,7.6811,54.2,240.0,14.86
2019-04-08,11.315,96.4463,23.245,88.82,120.74,36.914,68.54,44.45,45.83,160.4,597.4,15.645,72.68,107.9,526.6,16.745,109.4,26.9,96.4,33.28,13.545,61.7,123.0,78.0646,165.5,50.6,149.1,19.5727,61.74,332.0,27.85,19.844,36.5,26.52,34.93,,7.5735,53.9,240.3,14.815
2019-04-09,11.355,95.7851,23.16,88.0,118.5,36.6173,68.54,44.58,46.2,159.85,589.0,15.505,72.6,105.5,517.8,16.385,108.65,26.74,97.06,33.1,13.58,60.99,121.35,77.8259,165.0,50.23,147.9,19.6016,61.2,327.3,27.6,19.66,36.0,26.595,34.645,,7.5968,52.05,240.0,14.86
2019-04-10,11.38,96.3223,23.175,89.44,116.5,36.8677,69.0,44.2,46.53,160.0,588.6,15.6,73.22,104.55,523.6,16.215,109.35,26.59,96.86,33.71,13.605,60.83,120.9,77.5375,166.4,50.37,153.25,19.7944,61.44,329.75,28.025,19.7,36.02,26.26,35.0,,7.652,52.65,242.5,14.68
2019-04-11,11.58,95.5785,23.28,89.5,117.5,36.8584,69.14,44.805,46.79,160.15,592.0,15.7,73.3,106.1,535.3,16.44,111.0,26.58,98.74,33.9,13.375,61.33,120.45,76.7219,168.8,50.08,156.0,19.8137,61.96,344.95,28.5125,19.598,36.2,26.93,35.555,,7.652,55.6,240.2,14.61
2019-04-12,11.94,95.5785,23.34,89.66,118.6,37.7486,69.4,46.315,47.19,158.8,599.4,16.055,73.64,106.3,530.4,16.78,111.4,26.81,101.0,34.0,13.2,62.23,122.0,74.9913,172.7,49.99,154.5,19.7269,62.0,342.9,29.0875,20.055,37.02,28.0,35.88,,7.6404,56.7,240.3,14.56
2019-04-15,12.2,95.8264,23.45,89.3,117.24,37.6744,69.98,46.85,47.75,158.95,600.0,15.865,73.88,107.1,531.6,16.865,112.25,26.88,101.6,34.49,13.315,62.17,121.25,74.5935,171.3,50.07,155.0,19.9294,62.24,342.95,28.9875,20.135,36.76,27.985,36.12,,7.6666,56.45,238.5,14.64
2019-04-16,12.37,96.3636,23.545,89.8,117.92,37.7949,69.68,47.66,49.52,156.1,604.6,16.205,74.08,107.45,532.9,17.0,111.8,26.82,103.75,34.82,13.295,62.03,121.65,74.693,169.3,49.555,156.5,20.3151,62.76,346.3,29.375,20.44,36.6,28.54,36.76,,7.5096,55.3,240.3,14.58
2019-04-17,12.315,96.8182,23.7,89.68,119.04,37.6187,69.6,48.44,50.8,156.35,606.8,16.485,74.96,106.15,537.5,16.765,111.5,26.83,107.1,34.99,13.3,63.29,122.9,72.664,167.2,50.09,155.1,20.4886,63.5,350.85,29.5,21.285,37.12,29.0,36.915,,7.4659,54.3,242.7,14.57
2019-04-18,12.47,97.7686,23.735,89.36,120.24,37.6836,70.4,48.985,51.58,154.7,610.0,16.605,77.0,107.75,510.4,16.715,111.35,27.09,108.15,35.0,13.335,63.87,123.75,72.475,167.6,50.3,154.65,20.2958,64.46,352.3,29.3625,21.04,37.0,29.015,36.87,,7.527,54.25,243.2,14.625
2019-04-19,12.47,97.7686,23.735,89.36,120.24,37.6836,70.4,48.985,51.58,154.7,610.0,16.605,77.0,107.75,510.4,16.715,111.35,27.09,108.15,35.0,13.335,63.87,123.75,72.475,167.6,50.3,154.65,20.2958,64.46,352.3,29.3625,21.04,37.0,29.015,36.87,,7.527,54.25,243.2,14.625
2019-04-22,12.47,97.7686,23.735,89.36,120.24,37.6836,70.4,48.985,51.58,154.7,610.0,16.605,77.0,107.75,510.4,16.715,111.35,27.09,108.15,35.0,13.335,63.87,123.75,72.475,167.6,50.3,154.65,20.2958,64.46,352.3,29.3625,21.04,37.0,29.015,36.87,,7.527,54.25,243.2,14.625
2019-04-23,12.165,97.4793,23.72,88.3,122.8,37.9711,71.08,48.11,51.76,155.5,613.0,16.02,76.12,107.7,531.6,16.675,112.0,27.3,109.3,34.42,13.265,62.73,125.2,73.768,170.1,51.22,150.85,20.4597,64.74,349.1,28.9625,20.445,38.4,28.275,36.485,,7.4834,55.65,243.1,14.485
2019-04-24,12.045,97.3554,23.645,89.9,122.2,37.0902,71.1,47.15,52.0,156.75,619.0,16.84,76.42,110.25,533.1,16.755,114.0,28.45,107.1,34.84,13.025,60.5,125.8,73.9371,171.8,50.04,155.5,20.3633,64.36,350.95,28.625,20.16,39.6,27.52,36.185,,7.4601,58.3,245.0,14.245
2019-04-25,12.015,98.3471,23.7,88.7,121.9,36.8584,71.46,46.765,51.34,156.35,617.8,16.56,76.46,110.75,529.3,17.35,114.0,28.48,107.55,34.7,13.0,59.56,125.15,73.221,170.6,49.905,155.35,20.4404,64.1,347.85,28.8375,19.796,38.2,27.54,35.725,,7.4369,56.0,243.7,14.315
2019-04-26,12.125,98.1405,23.65,89.32,121.86,36.9047,71.56,46.9,53.24,155.75,620.0,16.215,76.34,111.9,529.4,17.275,108.25,27.96,107.85,34.87,13.12,60.91,129.35,75.787,170.9,49.345,155.95,20.4597,64.58,346.45,29.0375,19.4,38.92,27.7,36.14,,7.5154,56.15,241.9,14.365
2019-04-29,12.39,97.5207,23.68,89.2,123.02,36.9882,71.62,47.665,53.54,156.45,621.2,16.155,76.76,112.3,525.0,17.185,109.85,27.72,108.65,35.12,13.025,61.03,129.1,77.07,172.5,48.595,154.45,20.4019,65.32,345.35,29.1,19.576,39.84,28.43,36.44,,7.5561,56.6,242.9,14.385
2019-04-30,12.23,97.9752,23.745,90.02,121.88,36.3484,72.08,47.45,52.88,155.35,627.2,16.375,75.46,106.45,527.0,17.37,108.1,28.21,108.5,33.54,13.205,60.82,129.9,77.07,171.3,49.545,153.25,20.3054,65.52,349.05,28.7875,19.328,40.8,28.22,36.44,,7.5212,56.15,245.1,13.965
2019-05-01,12.23,97.9752,23.745,90.02,121.88,36.3484,72.08,47.45,52.88,155.35,627.2,16.375,75.46,106.45,527.0,17.37,108.1,28.21,108.5,33.54,13.205,60.82,129.9,77.07,171.3,49.545,153.25,20.3054,65.52,349.05,28.7875,19.328,40.8,28.22,36.44,,7.5212,56.15,245.1,13.965
2019-05-02,12.34,97.9339,22.63,89.18,119.98,36.2835,71.82,48.0,53.38,154.35,618.0,16.395,73.96,105.15,520.2,17.325,107.4,27.34,106.9,33.67,13.21,60.91,126.9,76.6125,169.7,49.38,153.8,20.5079,62.16,351.0,28.6125,18.62,39.46,28.38,36.33,,7.4979,55.75,238.7,14.105
2019-05-03,12.38,97.9752,23.07,88.38,119.56,35.9219,72.46,48.255,52.86,155.2,621.4,16.425,74.5,105.5,526.0,17.165,107.3,27.08,106.5,33.33,13.255,60.27,126.95,77.1993,167.7,49.17,150.9,20.6718,62.38,355.05,28.475,18.816,39.88,28.7,36.12,,7.4311,54.4,241.3,13.93
2019-05-06,12.255,97.3554,22.815,87.54,119.7,35.8384,72.44,47.885,52.54,155.0,618.0,15.615,73.54,104.45,513.0,17.115,104.15,27.24,107.3,32.9,13.165,58.87,127.05,76.2942,168.5,47.99,151.25,20.4501,61.36,344.4,28.0,18.37,40.02,28.18,35.485,,7.3904,54.75,240.4,13.88
2019-05-07,12.085,95.6198,22.505,86.62,117.54,36.2557,69.86,46.875,52.76,154.9,611.6,15.335,72.54,102.4,507.2,17.58,104.15,26.85,105.8,32.78,13.155,58.29,124.55,75.8168,168.0,46.705,149.55,20.8261,61.4,335.05,27.6875,17.808,38.98,27.085,34.7,,7.3031,52.05,236.1,13.91
2019-05-08,12.115,95.3719,22.345,86.64,118.8,36.812,70.02,46.82,52.28,157.05,618.8,15.56,72.82,102.05,515.7,17.615,104.7,27.23,106.95,33.15,13.135,58.02,124.25,75.9163,168.8,46.98,148.15,20.3151,61.02,339.6,27.65,17.77,39.36,26.9,34.875,,7.3874,52.05,238.3,13.95
2019-05-09,11.565,93.4711,22.11,85.22,116.8,36.5802,69.46,45.42,51.22,154.4,607.8,14.78,71.28,100.65,501.6,17.5,102.3,27.03,106.0,32.58,12.995,56.21,122.4,72.9823,165.0,46.605,146.6,19.9294,60.0,331.85,26.85,16.688,39.58,26.285,33.965,,7.2334,50.8,235.8,13.885
2019-05-10,11.555,93.843,22.1,85.84,117.5,35.8199,69.82,45.49,51.0,153.6,608.6,14.915,71.3,100.5,507.1,17.53,104.4,27.16,110.2,32.57,13.12,55.73,123.05,72.3259,164.1,46.87,145.75,19.9583,60.1,333.55,27.4875,16.24,39.7,26.09,34.015,,7.1985,51.7,235.0,13.73
2019-05-13,11.26,93.6364,21.955,85.08,115.52,35.1151,69.68,44.78,49.66,152.95,598.6,14.17,70.02,98.96,491.0,17.315,103.65,26.54,110.35,31.83,13.195,54.37,120.2,72.5646,160.5,46.865,143.1,20.074,59.48,323.75,26.6,15.4,39.32,25.51,33.39,,7.1578,50.6,235.7,13.52
2019-05-14,11.365,95.2066,22.15,87.0,119.0,35.3284,69.94,45.48,50.12,154.4,607.0,15.09,71.92,98.74,508.5,17.495,106.4,27.02,109.0,32.15,13.44,53.11,121.4,73.0022,166.4,47.4,144.25,19.2641,60.6,334.3,27.3125,15.38,41.02,25.795,33.835,,7.2043,51.2,237.3,13.66
2019-05-15,11.07,95.0413,22.245,88.38,120.88,35.7086,70.06,45.255,50.72,155.5,612.6,15.635,72.16,100.2,516.6,17.605,104.35,26.83,108.55,32.92,13.61,52.59,124.3,73.4199,167.3,47.73,143.25,19.3798,60.9,337.15,28.1,15.3,41.46,25.63,34.045,,7.2217,51.6,239.7,13.65
2019-05-16,11.32,97.686,22.61,89.2,122.5,36.4689,71.16,45.95,50.72,158.9,615.0,15.765,73.26,102.2,521.9,17.55,107.05,27.73,109.95,33.39,13.82,52.0,126.15,74.6333,171.0,48.605,144.0,19.4088,61.7,341.2,27.8375,15.206,41.6,25.995,34.49,,7.2624,52.5,244.5,13.78
2019-05-17,11.2,97.6033,22.605,89.48,121.0,36.5338,71.2,45.375,50.5,160.55,620.0,15.585,72.68,101.9,522.0,17.35,106.25,28.26,109.95,32.95,13.58,51.69,125.75,74.8223,169.3,49.17,142.1,19.3702,61.62,340.85,27.5,14.622,41.6,25.715,34.1,,7.2392,51.5,243.6,13.825
2019-05-20,11.07,93.5124,22.415,88.92,119.08,36.2093,70.54,44.625,50.32,158.8,603.4,14.17,72.22,101.5,503.2,17.06,103.8,27.5,108.45,32.44,13.555,50.64,124.8,73.9371,166.8,49.225,141.35,19.3027,60.82,330.05,27.0,14.426,40.82,25.085,33.975,,7.1403,50.95,241.2,13.96
2019-05-21,11.205,93.6777,22.58,89.4,118.26,36.7471,71.2,44.995,50.54,160.8,615.2,14.76,73.18,101.65,510.1,17.12,104.85,27.84,107.15,32.59,12.835,51.38,123.15,73.5492,169.0,49.765,141.3,19.5341,61.52,335.15,26.4625,14.952,41.6,25.24,33.84,,7.1665,51.25,241.3,13.885
2019-05-22,10.98,94.7934,22.435,89.42,118.22,36.9789,71.02,44.51,50.84,161.9,617.6,14.555,73.12,101.15,508.5,17.06,106.7,28.05,106.8,32.32,12.82,50.95,123.5,74.494,174.4,49.005,139.5,19.6209,62.1,336.3,26.4625,14.662,41.88,25.025,33.65,,7.1374,52.3,243.1,13.87
2019-05-23,10.675,92.9752,22.155,88.42,114.88,36.7842,70.8,43.65,49.65,161.75,605.0,13.73,71.9,99.16,491.2,16.86,102.65,27.42,105.9,31.7,12.55,49.97,119.35,74.494,171.9,47.39,135.6,19.3702,61.18,334.0,25.8875,14.01,40.88,24.6,33.125,,6.8525,50.1,242.1,13.78
2019-05-24,10.185,93.9669,22.305,90.04,116.54,36.9697,71.8,43.905,49.39,162.8,603.0,13.66,73.9,99.12,482.7,16.68,103.4,27.35,106.1,31.9,12.62,49.985,121.9,74.7526,172.9,47.555,138.4,19.6594,61.44,336.5,26.375,14.142,41.84,24.655,33.2,,6.8612,51.5,243.2,13.95
2019-05-27,10.35,94.5868,22.38,90.44,116.84,37.4055,71.96,44.2,49.57,163.05,606.0,13.705,73.84,98.8,485.95,16.77,103.55,27.2,106.2,31.84,12.75,56.03,121.8,75.1604,174.5,47.85,138.9,19.9391,61.58,338.65,26.475,14.244,41.6,23.045,33.225,,6.8031,51.5,244.5,14.02
2019-05-28,10.31,93.3884,22.195,89.6,116.32,37.5631,72.26,44.285,50.12,162.5,605.2,13.54,73.68,98.68,479.25,16.895,102.1,26.72,104.0,31.45,12.7,56.5,119.25,73.8376,177.1,47.52,137.95,20.0162,61.96,342.6,26.725,14.124,41.52,22.595,33.11,,6.8699,52.8,243.5,14.03
2019-05-29,10.22,92.5207,22.06,88.08,114.38,37.6744,71.4,41.325,49.0,160.75,595.4,13.495,71.24,97.4,461.1,16.83,100.3,26.45,103.2,31.5,12.52,56.85,117.15,72.8629,171.0,46.835,136.35,19.8041,60.64,338.2,25.7875,13.536,41.38,22.55,32.42,,6.8758,52.45,240.3,13.935
2019-05-30,10.32,93.3471,22.17,88.82,115.24,37.7856,71.84,41.35,49.52,161.8,598.6,13.585,71.62,98.68,474.55,16.87,100.8,26.6,103.65,31.88,12.5,56.49,118.1,72.7933,172.9,46.84,134.95,19.7848,60.98,341.65,25.9,13.524,41.36,22.565,32.775,,7.0066,53.15,241.9,14.045
2019-05-31,10.23,92.1488,22.08,88.46,114.86,37.9062,71.4,40.875,48.9,157.8,594.8,13.695,70.8,98.56,465.95,16.84,100.1,26.57,103.15,31.33,12.45,53.92,117.7,71.8485,172.0,46.64,135.35,19.968,60.14,338.6,25.7375,13.26,40.72,22.46,32.415,,7.0153,53.9,240.4,14.04
2019-06-03,10.17,93.2645,21.8,88.94,117.16,37.6187,72.96,40.815,49.18,159.0,597.6,13.745,71.86,99.42,466.55,16.92,98.76,26.7,105.0,31.14,12.515,54.25,119.05,73.3503,171.5,46.71,134.7,20.1897,59.46,340.5,25.4625,13.318,39.0,22.395,32.675,,7.0967,54.6,241.5,14.15
2019-06-04,10.52,94.4628,22.29,89.24,118.48,37.9433,71.82,41.995,49.53,156.3,595.6,14.13,72.06,98.28,468.45,17.025,97.8,25.92,103.55,31.44,12.655,56.57,120.35,73.2807,170.5,47.22,136.4,19.9101,59.96,342.1,26.0125,13.858,38.5,22.72,32.995,,7.0502,54.15,239.8,13.81
2019-06-05,10.415,94.3802,22.2,89.32,118.7,38.2771,71.7,41.73,49.25,159.0,606.0,13.995,72.3,99.28,471.4,16.9,98.08,26.48,105.9,31.53,12.945,56.2,120.75,73.3105,174.7,46.875,138.3,20.2379,60.5,349.5,26.1875,13.51,38.3,22.42,33.375,,7.1287,58.05,242.2,13.9
2019-06-06,10.24,94.3802,22.17,89.14,117.96,38.546,71.58,41.005,49.0,157.4,607.2,13.805,71.94,100.05,470.95,16.515,97.08,26.37,105.7,31.18,12.99,52.6,119.95,74.6134,174.5,47.24,135.0,20.2862,60.38,350.35,26.0,13.266,36.88,22.305,33.11,,7.0095,56.9,242.1,13.625
2019-06-07,10.29,96.6116,22.4,90.28,120.92,38.7871,72.26,40.815,49.58,160.2,611.4,14.125,73.16,102.8,479.6,16.78,99.36,27.07,107.0,31.65,13.215,53.69,122.35,77.8955,175.8,47.795,136.4,20.5754,61.94,357.05,26.0125,13.484,36.86,22.105,33.565,,7.1054,58.85,245.1,13.725
2019-06-10,10.495,95.9504,22.42,90.54,121.06,39.0374,72.6,41.48,49.64,159.4,610.6,14.475,74.02,103.3,481.75,16.99,100.05,27.11,106.8,31.8,13.1,55.08,123.3,76.881,176.0,48.25,137.85,20.5272,62.16,358.2,26.2875,14.086,35.66,22.27,32.605,,7.1374,59.0,245.2,13.765
2019-06-11,10.5,96.8595,22.655,90.66,123.4,38.7593,72.38,41.555,50.44,159.2,618.0,14.795,74.32,103.95,490.6,17.155,100.9,27.29,106.75,31.88,13.07,55.72,124.75,75.6875,176.0,48.27,137.35,20.3536,62.96,359.6,26.9625,15.014,36.1,22.3,33.48,,7.0357,59.5,245.6,13.85
2019-06-12,10.375,97.7686,22.6,90.16,122.28,38.852,72.4,41.14,50.18,159.1,613.8,14.545,74.44,105.0,487.15,17.22,99.48,26.99,105.5,31.45,13.005,54.99,124.15,76.155,175.1,46.95,135.65,20.3922,62.92,356.8,26.8375,14.592,36.36,21.845,33.49,,7.1258,60.75,247.2,13.86
2019-06-13,10.385,97.686,22.685,89.58,122.66,38.648,72.66,41.1,50.26,158.95,611.2,14.61,75.08,106.5,485.0,17.25,99.86,27.55,104.65,31.43,12.81,55.61,123.25,75.5682,174.4,46.98,136.8,20.3922,62.94,355.25,27.5625,14.928,36.22,21.48,33.775,,7.1142,61.15,247.4,13.89
2019-06-14,10.295,98.1405,22.61,89.58,122.42,38.4904,72.52,40.86,50.0,157.85,612.2,14.14,75.06,105.45,486.45,17.11,97.16,27.4,106.4,31.44,12.955,55.74,122.9,75.5682,173.9,47.25,135.85,20.4886,62.54,354.0,27.475,14.572,36.0,21.235,33.265,,7.1171,61.0,248.0,13.82
2019-06-17,10.37,97.8099,22.925,89.9,125.0,38.8056,72.84,40.755,50.18,160.1,611.6,14.065,75.04,108.0,494.25,17.2,98.34,27.57,106.75,31.28,12.825,56.19,124.9,75.061,173.8,47.15,134.6,20.4983,62.84,358.3,27.875,14.374,36.1,21.13,33.18,,7.1607,61.1,249.3,13.785
2019-06-18,10.51,100.0826,23.12,91.6,125.46,39.2414,74.1,41.495,50.22,162.95,632.4,14.495,77.44,108.3,514.2,17.265,101.9,28.38,110.0,32.05,13.43,54.73,129.0,77.0501,178.9,48.19,136.55,20.8068,63.94,368.8,28.0875,15.282,37.56,21.57,34.395,,7.2014,62.2,252.9,14.11
2019-06-19,10.75,99.8347,23.18,92.68,123.0,38.8056,74.3,42.225,50.72,162.35,628.8,14.815,77.26,107.0,508.2,17.205,101.5,28.26,111.6,32.5,13.5,54.58,131.7,77.4579,177.0,48.315,136.8,20.6525,63.4,366.0,28.5125,15.308,37.84,22.05,34.59,,7.1374,62.7,254.2,14.0
2019-06-20,10.435,99.7934,23.115,92.68,123.46,38.8705,74.88,41.42,49.46,163.75,634.0,15.17,78.3,107.0,513.0,16.79,103.0,28.42,112.6,32.3,13.445,54.85,132.45,77.9055,178.6,48.69,133.85,20.6815,63.8,370.0,28.4625,15.3,38.12,21.725,34.365,,7.2305,63.15,255.6,13.975
2019-06-21,10.37,101.1157,23.255,91.04,122.78,38.3884,74.8,41.05,47.96,162.8,630.0,14.98,78.9,106.7,516.2,17.0,103.2,27.72,111.2,32.11,13.5,56.15,131.85,77.259,174.4,49.115,134.15,20.749,64.42,368.3,28.3,15.25,37.6,22.05,34.02,,7.1898,63.25,255.3,13.925
2019-06-24,10.335,100.7851,23.3,91.7,123.26,39.2878,75.2,40.76,47.35,163.5,630.0,14.985,78.28,107.5,518.0,17.035,103.7,27.78,110.4,31.92,13.435,55.59,131.45,76.702,173.2,49.0,129.25,20.8743,64.2,371.25,28.325,14.948,36.14,21.565,34.175,,7.2508,62.6,255.4,13.915
2019-06-25,10.22,100.7438,23.12,92.06,125.18,39.1302,75.28,40.46,45.48,163.0,628.0,14.875,78.06,107.7,510.6,16.44,112.45,28.1,109.8,31.8,13.365,54.46,131.55,76.6324,172.9,48.945,129.2,20.8261,63.82,371.7,27.5625,14.986,37.06,21.425,33.9,,7.2043,62.85,254.1,13.88
2019-06-26,10.37,99.7521,23.155,90.38,125.54,39.4454,74.7,41.165,45.22,162.25,626.0,15.15,78.64,107.5,510.2,16.675,109.35,27.9,109.15,31.97,13.25,54.5,130.8,75.5085,173.6,49.52,126.3,20.6718,63.3,367.6,27.75,15.71,37.66,21.765,33.895,,7.1113,63.0,250.0,13.875
2019-06-27,10.49,100.6198,23.0,89.74,123.88,38.2122,74.7,41.445,45.11,161.4,627.4,15.39,78.98,106.75,515.6,16.915,108.7,27.8,113.6,32.03,13.15,54.45,128.35,75.2698,174.7,49.125,127.25,20.4983,63.58,368.35,27.6875,15.758,38.12,21.99,33.96,,6.9223,63.3,248.0,13.83
2019-06-28,10.545,101.6942,23.1,90.06,124.68,37.832,74.5,41.765,46.43,162.05,634.2,15.6,79.76,108.65,520.1,16.98,109.35,28.06,114.75,32.57,13.34,55.29,128.85,75.4986,176.2,49.275,131.75,20.6525,64.3,374.3,27.8875,15.736,38.9,22.22,34.275,,7.0386,64.0,250.5,13.865
2019-07-01,10.785,101.3636,23.24,90.46,124.3,38.2864,74.24,42.085,46.68,162.85,634.8,16.24,80.74,107.9,525.1,17.02,111.6,28.67,113.6,32.78,13.44,54.87,129.15,76.4136,176.7,49.775,132.6,20.7875,64.98,374.6,28.025,15.94,40.2,22.23,34.835,,7.1258,63.85,249.3,13.855
