,CAP FP Equity,DSY FP Equity,PUB FP Equity,RI FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,ACA FP Equity,AI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,CS FP Equity,DG FP Equity,TEP FP Equity,TTE FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,ERF FP Equity,GLE FP Equity,AIR FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,SGO FP Equity,VIV FP Equity,WLN FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,OR FP Equity,ORA FP Equity
2020-08-05,19003.7837,40130.8938,7079.2553,38391.1037,48265.276,12238.0203,28699.8339,24617.9335,67135.5912,73054.0331,22269.8355,57727.5789,6785.3478,41407.7072,110131.8038,42669.7692,48073.8282,15264.0829,89781.717,14079.1447,62097.8566,11185.0941,10867.8064,11500.0343,53292.8809,6081.7071,10911.3719,18293.4258,10851.0563,38492.4554,44924.0093,18143.4146,27883.5549,13453.509,189940.7822,16595.7806,11270.7159,157999.4758,26547.3649
2020-08-06,18952.9488,39786.9903,7031.1135,37841.1629,47630.7823,12203.8146,28249.3061,24352.5421,65999.3047,72462.8444,22215.1633,57784.2858,6644.8797,42099.8294,108772.1519,41180.2205,48000.3396,15170.114,87672.4834,14023.6814,60999.2265,11070.6268,12758.0244,11351.5476,53575.1442,5847.6888,10902.8629,18443.1966,10719.4734,38162.8732,44786.5314,18165.202,27859.8444,13251.7798,188880.2248,16331.3914,11129.5562,156041.9602,25903.6312
2020-08-07,18859.7515,40249.9373,6968.5291,37710.2246,47827.6941,12085.9952,28310.1883,24387.1584,66307.049,73138.4886,22324.5078,58464.768,6730.6392,41749.496,110005.9101,41180.2205,48049.332,15293.4482,87009.2024,13993.8165,61289.6689,10947.9832,12530.9968,11348.1341,54335.687,5876.768,11010.6435,18641.1079,10737.6227,37476.2436,44342.8529,18159.7551,27765.0023,13361.8139,188880.2248,16288.5175,10826.2835,155258.954,25813.1892
2020-08-10,18732.6642,39805.0177,7182.7602,37670.9432,47608.9032,12321.6341,28699.8339,24842.9392,65738.9057,72146.1362,22032.9224,58096.1735,7120.9926,43044.0209,109175.0117,41939.5034,49078.1732,15275.8291,88189.8426,14266.8666,60879.2611,10952.0713,12409.4473,11696.3097,56499.7057,6130.1725,11177.9872,18587.6183,10615.1145,37627.3021,44761.5355,18355.8413,27682.0156,13123.4066,187642.9078,16495.7414,11352.3238,154364.0897,26079.1949
2020-08-11,19046.1462,40016.8169,7476.4253,37749.5061,48615.3414,12663.6905,29162.538,26048.7391,66425.4121,72969.5776,22807.4461,59145.2503,7413.7577,45457.9039,110320.6443,43114.6994,50535.6981,15387.4172,90710.3104,15273.7388,62464.0666,11140.1248,12565.1826,12128.1157,59730.0525,6646.6745,11362.3488,18972.7431,10646.8759,38162.8732,46854.9481,18633.63,28654.1463,13053.7183,193273.9626,17060.2481,11824.3264,155035.2379,26377.1212
2020-08-12,19376.5731,40400.703,7327.1857,37998.2889,49315.4724,12595.2792,29649.595,26216.051,67585.3712,74384.2077,23226.6002,59485.4914,7477.338,44218.9197,111038.2384,43388.164,50743.916,15604.7204,91320.5289,15132.9473,63606.8945,11467.1744,12538.5937,12215.1596,58742.1309,6501.2785,11577.9101,19047.6285,10921.3851,38657.2465,47273.6306,18856.9503,28689.7121,13332.4715,197566.695,17374.6568,11720.6623,157831.6888,26680.3677
2020-08-13,19215.5959,40718.4019,7197.2027,38338.7284,48877.8905,12534.4692,29247.773,25691.0377,67088.2459,74806.4853,23080.8075,59400.4311,7268.8537,44325.7287,109514.9247,42720.8769,50204.9992,15592.9743,90179.6856,15039.0864,63985.7325,11328.1783,12538.5937,12117.8752,57471.946,6364.1908,11594.9281,19036.9306,10957.6839,38822.0376,46230.0488,18786.1414,28748.9883,13592.8856,197566.695,17246.0351,11288.3608,157999.4758,26640.4668
2020-08-14,18868.224,39910.9173,7108.1404,37409.0666,48112.1223,12443.2541,28614.5989,25350.6444,66259.7037,74109.7272,22534.0848,58152.8803,7227.4526,43364.4478,107588.7511,42435.5875,49225.1505,15258.2099,88879.6548,14783.1019,62710.3113,11242.3278,12443.6331,12003.5234,56538.909,5941.85,11342.4944,18694.5974,10821.5636,38533.6532,45817.6152,18421.2033,28381.4755,13248.1119,194965.8042,17203.1611,11096.4719,155762.3151,26350.5207
2020-08-17,18969.8938,40347.7532,7009.4496,38639.8864,48593.4623,12538.2698,28358.894,25073.7143,66520.1027,74025.2717,22889.4545,58805.0092,7181.6157,43193.5534,108910.6349,41942.3754,49274.1429,15387.4172,88322.4988,14620.9784,63032.3236,11185.0941,12682.9337,11943.7874,56013.5856,5651.058,11209.1868,18742.738,10934.9972,38780.8398,45361.4388,18481.1185,28298.4887,13475.5159,195824.3507,17120.9861,11173.6686,155986.0312,26185.5972
2020-08-18,19122.3985,39977.1046,6896.3163,38076.8518,48527.8251,12378.6435,27762.2491,24716.0129,66236.0311,73370.7413,22534.0848,58549.8283,7103.2493,42347.6263,110005.9101,42019.742,48820.9629,15023.2875,87035.7336,14283.9322,63114.4051,11033.8337,13066.5744,11725.3243,54280.8025,5367.1896,10883.0086,18646.4569,10810.2202,38767.1072,44855.2704,18519.2464,28132.5152,13350.8105,194965.8042,17110.2676,11116.3225,156153.8183,26084.515
2020-08-19,19257.9583,40162.4289,6910.7589,38548.2296,48746.616,12515.4661,27884.0134,25091.0224,66614.7932,73222.9442,22552.3089,59145.2503,7209.7093,42458.7076,110333.2337,42570.9791,49690.5786,15035.0336,87765.3427,14514.3182,63114.4051,11017.4812,13184.3255,11873.811,55080.5485,5329.8021,10919.8809,18758.7849,10959.9525,38931.8983,46036.33,18758.9072,28571.1595,13380.1529,195546.5857,17070.9665,11195.7248,158279.1209,26613.8663
2020-08-20,19029.2012,39897.6799,6934.8298,38050.6642,47718.2987,12283.6278,27360.4271,24410.2359,65786.251,72864.0082,22133.1549,58436.4146,6859.2784,41715.3171,109489.7459,42111.6148,49225.1505,15023.2875,86279.5933,14505.7854,62400.927,10759.9297,13207.1161,11563.1837,54233.7586,5482.1217,10568.1756,18571.5715,10778.4588,38478.7228,44936.5073,18399.416,28286.6335,13361.8139,193602.2304,16792.2861,10739.1616,156041.9602,26244.1184
2020-08-21,19317.2657,40347.7532,6934.8298,37592.3802,47696.4196,12329.2353,27238.6628,24035.2263,65407.4888,73793.019,22160.491,58663.242,6811.9628,41544.4227,108696.6157,41599.061,49225.1505,14800.1112,85855.0934,14424.7237,62571.4041,10813.0753,13283.0845,11334.4802,54163.1928,5609.5163,10678.7926,18689.2485,10855.5937,38410.0598,44192.8771,18170.6488,28369.6202,13402.1598,194662.7878,16677.9556,10704.9745,153189.5803,26148.3564
2020-08-24,19596.8577,41168.4753,7127.3971,38417.2914,48943.5278,12697.8962,28224.9533,24733.321,66780.5016,74489.7771,22889.4545,59683.9654,7246.6746,42744.9557,110068.8569,42464.6,50486.7057,15275.8291,89211.2953,14795.9011,63846.8252,10976.6001,13529.982,11808.9547,56531.0683,5624.7483,11058.8612,18956.6962,11012.132,38670.9791,45348.9408,18606.3958,28654.1463,13644.2349,198703.0065,16974.5002,11089.8551,155818.2441,26733.5688
2020-08-25,19757.8349,41261.1374,7047.9631,38482.7605,48834.1323,12659.8899,27859.6605,24796.7842,66378.0669,74827.5992,23080.8075,59967.4997,7257.0248,42450.1629,110371.0018,42541.9666,50315.2322,15340.4327,88242.9051,14676.4417,64415.0822,10980.6882,13617.3457,11773.1131,56107.6734,5635.8261,10948.2442,18999.4879,10912.3104,38657.2465,45442.6757,18442.9907,28500.028,13790.9471,200521.1049,17178.1514,10910.0971,155930.1022,26520.7643
2020-08-26,20028.9544,41989.1973,7153.8751,38666.0741,49928.0869,12735.9025,27652.6613,24998.7124,67301.2996,76326.6849,23691.3144,60846.456,7228.9312,42663.7809,110144.3931,42575.8145,50400.9689,15446.1478,88521.4831,14497.2526,65816.7826,11017.4812,13830.0574,11861.8638,55072.7079,5638.5955,10948.2442,19234.8419,10993.9826,38616.0487,46117.5669,18737.1199,28689.7121,14157.7276,203526.0176,17385.3753,11376.5856,157384.2567,26158.9966
2020-08-27,19825.6148,42081.8594,7327.1857,38482.7605,49468.626,12895.5288,27202.1336,24854.4779,66283.3763,75988.8628,23308.6086,59854.086,7177.1798,43129.468,108457.4176,42039.0836,49813.0597,15246.4638,88295.9676,14492.9862,65804.1547,10992.9525,12686.7322,11716.7906,56538.909,5630.2872,10809.2639,18967.3941,10810.2202,38616.0487,45605.1495,18606.3958,28476.3175,14128.3852,202515.9629,17228.1709,11231.0147,156936.8245,25690.8266
2020-08-28,19918.8121,41843.5853,7240.5304,38103.0395,49643.6587,13017.1489,27116.8986,25662.1908,66093.9952,75988.8628,23053.4713,59542.1983,7140.2145,43684.8748,107047.4083,42266.3481,49911.0446,15375.6711,88349.03,14501.519,65198.0139,10992.9525,12534.7952,12078.6201,56013.5856,5612.2858,10837.6272,18796.2276,10751.2348,37915.6865,47248.6346,18606.3958,28428.8965,14257.1082,200060.5713,17060.2481,11561.8576,155035.2379,25462.0618
2020-08-31,19656.1651,41790.6355,7069.6269,37579.2864,49052.9233,12637.0861,28383.2468,24773.7067,65833.5963,75946.635,22971.4629,58833.3626,7050.0193,41450.4308,106845.9784,41284.7592,48122.8207,15175.987,87818.4052,13972.4845,64983.3391,11005.2169,12755.1038,11590.4916,53975.0173,5422.5786,11458.7841,18694.5974,10581.0844,37833.291,45698.8844,18508.3527,28215.5019,14125.064,198268.6828,16903.0437,11691.9892,154867.4508,24818.3281
2020-09-01,19774.7799,42068.622,6874.6525,37042.4394,48002.7269,12652.2886,28224.9533,24560.2397,65880.9415,75651.0406,23208.3761,59258.664,6735.075,41869.122,105637.3989,41323.4425,47657.3925,15311.0674,87420.4366,13716.5,66296.6441,10984.7763,12663.9416,11290.1049,54547.3845,5266.1048,11109.9152,18806.9255,10705.8613,37435.0458,45098.9811,18312.2666,28298.4887,14502.8571,200237.2364,16792.2861,11564.0633,155203.025,24398.0391
2020-09-02,20003.537,42598.1201,6879.4667,37985.195,49468.626,12815.7156,28614.5989,24335.234,67301.2996,78058.0232,23691.3144,60109.2668,6705.5028,42915.8501,107236.2488,41773.1359,49053.6769,15563.609,88322.4988,14160.2064,69832.4651,11078.803,12724.7164,11025.5597,56515.387,5407.3466,11453.1114,18945.9983,10744.4287,38217.8035,44842.7724,18704.4388,28642.2911,14976.0156,205562.4263,17110.2676,11954.4579,157272.3986,24509.7615
2020-09-03,20045.8994,41393.5119,7218.8666,38155.4148,49512.3842,12767.6594,28894.6567,24341.0034,66496.43,78142.4788,22051.1465,59258.664,6921.3801,41732.4065,106266.8674,41831.1609,49690.5786,15099.6373,88110.2489,14279.6658,70122.9075,11364.9714,12382.8583,11051.1608,56060.6295,5487.6606,11351.0034,18667.8527,10703.5927,38918.1657,45180.218,18317.7134,28442.0936,14117.7282,206142.8972,17149.5687,11590.5307,155818.2441,24797.0476
2020-09-04,19825.6148,40268.3285,7250.1588,37003.1579,48615.3414,12786.6758,28346.7175,25010.2511,65715.2331,77931.3399,21540.872,58464.768,7230.4098,41544.4227,105209.3603,41536.2007,48759.7223,14676.7769,87460.2335,13938.3532,70085.0237,11704.2853,12299.293,11669.0018,54712.0381,5354.7271,11087.2245,18539.4778,10683.1746,38574.8509,46523.7514,18649.9705,28276.1122,13534.5328,203341.494,17024.5198,11852.9994,153189.5803,24520.4017
2020-09-07,20054.3719,41353.7996,7035.9276,37369.7851,48834.1323,13071.9229,29259.9494,25223.7181,66827.8469,78058.0232,21969.1381,59825.7326,7440.3727,43108.1062,107676.8767,41845.6671,49947.7889,15228.8446,89078.6391,14356.4612,70842.6996,11675.6684,12633.5542,11542.7028,57840.4565,5400.423,11311.2948,18967.3941,10744.4287,38986.8287,46742.4662,19194.6542,28785.9121,14051.7061,206344.8002,16981.6459,11791.2421,155818.2441,24632.1241
2020-09-08,19554.4953,40776.8741,6956.4936,36819.8443,48593.4623,12817.1022,28663.3046,24566.0091,65951.9594,77297.9235,21212.8384,59116.8969,7437.4154,41963.1139,107890.896,40984.9635,48551.5045,15040.9067,85828.5622,13976.7509,70085.0237,11749.2546,12656.3448,11109.1901,55496.1029,5381.0369,11143.9512,18630.41,10547.0543,38739.642,45523.9126,19080.2705,28525.0843,13648.2376,204123.8679,16956.6361,11636.8487,154308.1607,24382.0788
2020-09-09,19834.0873,41386.0772,7069.6269,37186.4715,48856.0114,12394.9365,29040.7738,24975.6349,67348.6449,77677.9733,22752.7739,60761.3957,7472.9021,41629.8699,110937.5234,42160.4251,49102.6694,15387.4172,86863.2806,14113.2759,69781.9533,12068.1279,12895.6454,11249.143,54406.2529,5483.5064,11333.9854,19047.6285,10558.3977,39536.1324,45980.0891,19434.3149,28975.6051,13890.3187,203947.2028,17106.6948,12047.0939,158055.4049,25547.1836
2020-09-10,19740.8899,41544.9997,6934.8298,37304.316,49009.1651,12330.2805,28797.2453,25056.4062,66946.2101,77403.4929,22962.3509,60336.0943,7363.4849,41476.065,109137.2436,41996.0193,47730.8812,15305.1944,86850.015,14181.5385,70640.6527,12051.7754,12770.2975,11310.5858,54445.4561,5309.0312,11075.8792,18908.5556,10331.5305,39137.8872,46248.7957,19423.4212,28963.7493,13802.2892,204098.63,17113.8405,11916.9624,157440.1857,25291.8181
2020-09-11,19757.8349,41346.3466,6917.9802,37278.1283,48812.2532,12315.0673,28675.481,24589.0866,67230.2817,78459.187,23117.2556,60449.508,7233.3671,41518.7886,110207.34,41730.0686,47424.6784,15228.8446,86266.3277,14070.6119,72054.9811,11941.3962,12720.918,10958.9967,53959.336,5212.1006,10948.2442,18774.8318,10494.8749,39343.8761,45130.226,19352.6123,28975.6051,13776.6139,210281.9074,17217.4524,11864.0275,157831.6888,25259.8975
2020-09-14,20045.8994,41836.3577,6973.3433,37291.2221,48352.7923,12250.4113,29089.4795,24929.4798,66804.1743,78100.251,24019.348,60704.6888,7298.426,41646.9593,109603.0503,41759.0814,47632.8963,15217.0985,84966.2969,14680.7081,72863.1688,11880.0744,12477.8189,11266.2105,55919.4978,5381.0369,10956.7532,18753.4359,10424.546,39371.3413,45705.1334,19630.401,28999.3168,13890.3187,212124.2717,17156.7144,11897.1118,157384.2567,25302.4584
2020-09-15,20147.5692,41849.6013,7062.4056,37382.8789,48527.8251,12147.7224,28992.0681,24629.4722,66851.5195,79240.4006,24238.037,61243.4039,7112.1209,41416.2519,111718.0643,41623.6884,47351.1898,15322.8135,85735.7029,14531.3839,74403.7765,11499.8793,12603.1669,11090.4159,54476.8187,5404.5772,10778.0642,18705.2954,10288.4258,39536.1324,44786.5314,19826.4872,29106.0191,13938.0013,214017.1117,16988.7915,11994.1591,158502.837,25291.8181
2020-09-16,20232.2941,42379.343,7177.946,36924.595,48834.1323,11987.984,29113.8323,24369.8502,66756.829,80084.9559,24429.39,60789.7491,6987.9176,41646.9593,111101.1852,41391.586,47375.686,15399.1633,85404.0624,14518.5847,75767.5932,11536.6724,12530.9968,11068.2283,55503.9435,5538.8954,10721.3376,18710.6443,10399.5907,39893.1798,44630.3066,19891.8492,29094.1633,14029.6987,215102.34,16963.7817,12238.9828,157160.5406,25632.3054
2020-09-17,19918.8121,41902.5754,7021.4851,36662.7184,48965.4069,12094.4763,28772.8924,24115.9976,66378.0669,79894.931,23773.3228,60647.982,6974.6101,41869.122,110824.2191,40738.7982,47155.22,15299.3213,83666.2661,14544.1831,75325.6156,11307.7377,12561.3842,11117.7238,55762.6849,4983.6211,10715.6649,18790.8786,10315.6498,39618.5279,44274.114,19880.9555,28762.2005,13993.0197,211998.0824,17138.8503,12635.9944,156601.2504,25696.1467
2020-09-18,19978.1195,42366.0995,6720.5987,36282.9974,49031.0442,11824.4424,28237.1297,23354.4398,66165.0131,78543.6425,23609.306,59854.086,6693.6739,40672.8614,111340.3832,40269.758,46481.574,15305.1944,82538.6884,13998.0829,74214.3575,10980.6882,12705.7243,10778.082,53786.8417,4458.8108,10641.9203,18732.0401,10304.3065,39371.3413,43236.7812,19755.6783,28264.2564,14231.4329,208893.8247,16903.0437,12719.8079,154699.6638,25313.0986
2020-09-21,19249.4858,41730.4093,6316.2074,35746.1504,47455.7496,11345.2273,27360.4271,22102.4849,64294.875,76833.4181,22980.575,57302.2775,6174.6813,37904.3725,108117.5047,38683.7253,44583.1171,14888.2071,78877.3773,13289.8593,72837.9129,10907.102,12455.0284,9952.0184,50250.7097,4224.7925,10409.341,17737.1345,10129.6187,38094.2102,40480.9754,19009.4616,27517.3402,13787.6176,199656.7654,16256.362,11652.2881,151623.5678,24323.5575
2020-09-22,19257.9583,41809.8706,6386.013,35418.8047,46449.3114,11379.4569,27177.7807,21975.5586,64365.8929,76221.1155,23044.3593,57670.872,6338.8072,38015.4539,106707.4953,37813.3415,43823.7344,14800.1112,79434.5333,13349.589,71764.5387,11152.3892,12451.2299,9941.7779,48902.1183,4446.3483,10366.796,17598.0617,9968.5431,37737.1628,40268.5096,19281.8034,27813.7355,13827.9645,197385.3574,16338.537,11608.1757,153189.5803,24605.5235
2020-09-23,19215.5959,41995.2802,6301.7648,35497.3677,46799.3768,11261.5548,27652.6613,21808.2467,64815.673,77255.6957,23217.4881,58436.4146,6554.6844,36656.8436,109603.0503,38137.3177,44093.1928,14876.461,78797.7835,13383.7203,72951.5643,11238.2397,12534.7952,9824.0126,48447.3608,4259.4106,10426.359,17587.3638,9787.0493,37682.2324,39312.4137,19396.187,27991.5727,13648.2376,201953.4113,16413.5664,11597.1476,155203.025,24525.7218
2020-09-24,18893.6414,41690.6787,6366.7563,35327.1479,46746.0661,11193.0955,27116.8986,21410.1596,64176.5119,76854.5319,23345.0567,58663.242,6531.0266,35409.3146,109703.7652,38161.495,43517.5316,15299.3213,77006.9248,13213.064,71928.7018,11250.504,12299.293,9568.0012,46769.4622,4195.7133,10182.4344,17309.2181,9798.3927,37352.6502,38943.7232,19107.5047,28121.9867,13545.5365,202811.4988,16331.3914,11447.1654,153301.4383,23993.7105
2020-09-25,18715.7193,41730.4093,6361.9421,34659.3627,47491.1979,11078.9966,27080.3693,20665.9099,63655.7139,77171.2402,22848.6429,58323.0009,6377.2511,36409.0467,109036.5286,37644.1002,43493.0354,15381.5441,74446.6601,13323.9906,71474.0963,11197.3585,12667.74,9305.1628,47059.5662,4191.5591,10400.832,17287.8223,9777.9746,37462.511,37806.4065,19031.2489,27896.7262,13428.1639,202003.8871,16245.6436,11369.9687,151399.8517,23647.9032
2020-09-28,19088.5086,42458.8043,6832.9032,35602.1183,49529.3527,11307.1943,27786.602,21860.1711,64957.7088,77424.6068,23417.9536,60506.2148,6831.1848,36614.12,109930.3739,38920.6631,44350.4031,15563.609,76409.9719,13648.2375,72534.8426,11426.2932,12796.8864,9772.8103,48855.0744,4371.5732,10366.796,17881.5563,9988.9611,38217.8035,39768.5902,19608.6137,28264.2564,13571.2118,204881.0039,16713.6839,12611.7326,155818.2441,23929.8692
2020-09-29,18783.4991,42789.8929,6746.1912,35589.0245,50581.3036,11136.0461,27470.0149,21352.4658,65099.7446,77910.2261,23846.2197,61753.7656,6576.8636,36443.2256,108495.1857,38084.1275,44362.6512,15575.3551,75163.0036,13486.114,72812.6571,11213.711,12834.8706,9410.9808,49074.6126,4136.1701,10392.323,18186.4467,10002.5731,37819.5584,38737.5064,19559.5921,28287.968,13239.6132,206925.2711,16513.6056,12669.0787,157440.1857,23419.1383
2020-09-30,18597.1045,42313.1253,6832.9032,35654.4936,50910.0382,11265.3581,27810.9548,21554.3941,64152.8392,77720.2011,23928.2281,60137.6203,6563.5561,36075.8027,107425.0893,38142.1531,43799.2381,15481.3862,77471.2215,13686.6352,71676.1432,11172.8298,12827.2738,9658.4586,48666.8989,4361.8801,10449.0496,18234.5873,9646.3917,37915.6865,38712.5104,19614.0605,28216.8332,12861.7578,201600.0812,16384.9838,12554.3864,155258.954,23631.9428
2020-10-01,18402.2373,42617.7268,6818.0383,35510.4615,50515.5567,11018.1439,27823.1313,21167.8458,63939.7855,79050.3757,25568.396,60307.7408,6261.9194,35964.7213,107387.3212,37973.4274,43015.3592,15827.8967,75587.5035,13746.3649,73570.333,11205.5347,13108.3571,9428.0483,50885.8021,4195.7133,10514.2853,18443.1966,9514.8087,37943.1517,38312.5749,19706.6567,28169.4099,13239.6132,206799.0818,16342.1099,12805.8271,158111.3339,23099.9315
2020-10-02,18317.5125,41929.0625,6808.1283,35274.7726,51940.0734,11149.0879,27908.3662,20919.7625,63987.1308,78797.0091,25276.8106,60506.2148,6266.3552,36058.7133,108369.2921,37867.0457,44913.8161,15757.42,74844.6287,13746.3649,72964.1923,11029.7456,13309.6735,9419.5146,50666.264,4137.5549,10568.1756,18689.2485,9437.6739,37805.8258,38106.3581,19722.9972,28435.0973,12858.0893,205764.3292,16295.6631,12744.0697,157272.3986,23514.9003
2020-10-05,18444.5997,42485.2914,6946.8675,35706.869,51633.2544,11301.3459,28030.1305,21300.5414,63205.9338,79451.5395,25559.284,60988.2231,6440.8313,36229.6076,108923.2243,38500.5003,45501.7253,15892.5004,76555.8937,13853.0251,73658.7285,11054.2743,13438.8199,9718.1946,51591.4604,4317.569,10466.0676,18935.3004,9505.734,37943.1517,39312.4137,19989.8923,28873.8374,13100.2102,208237.6402,16435.0034,13085.9408,156601.2504,24376.7587
2020-10-06,18215.8426,41386.0772,7033.5795,35392.6171,51874.3265,11442.1845,28821.5981,22414.0313,62685.1359,79029.2618,25531.9478,60761.3957,6763.1686,37254.9739,106845.9784,39254.8432,46688.8125,15904.2465,78320.2212,14202.8705,73418.7978,11086.9793,13391.8132,10370.1704,53136.068,4431.1163,10670.2836,18924.6025,9424.1699,37860.7561,41287.0955,20000.7859,29087.2785,12960.8072,207556.2178,16485.0229,13163.1374,156153.8183,24525.7218
2020-10-07,17987.0855,40996.2799,7221.8683,35850.9011,52400.3019,11465.0232,29381.7137,22114.0237,62874.517,79894.931,25723.3008,61101.6368,6912.5084,36571.3964,105637.3989,38703.5926,46615.1902,15710.4355,77391.6278,13878.6235,73620.8447,10988.8644,13437.5451,10527.1907,52297.1187,4367.419,10650.4293,18871.113,9204.1062,37489.9762,41374.5814,20284.0215,28850.1217,12839.7468,207329.077,16531.4697,13557.9433,155538.5991,24158.634
2020-10-08,18944.4763,41976.4818,7363.0849,35850.9011,53013.9399,11727.6681,29540.0072,22437.1088,63063.898,79789.3616,25969.326,60931.5162,6970.1742,37229.3397,107362.1425,39187.1458,46799.2459,15534.2437,78253.8931,14173.0056,72800.0291,11103.3317,13380.3803,10747.3606,52469.6129,4552.972,10735.5193,18715.9933,9195.0315,37764.628,42143.2075,20191.4252,29146.5676,13023.1717,205537.1884,16602.9262,13579.9995,155793.1554,24398.0391
2020-10-09,19130.871,42599.0424,7516.689,36178.2468,53288.2783,11670.5714,29564.36,22125.5624,63229.6065,80401.6642,26670.9534,61583.6451,6736.5536,37878.7384,108658.8476,39158.1326,46099.834,15874.8812,79461.0645,14335.1291,73469.3095,11344.5308,13388.0022,10595.4605,52359.8439,4656.8263,10636.2476,18673.2016,9242.6741,38135.408,41768.2679,20000.7859,29644.5969,12931.4593,207909.5479,16602.9262,13372.6713,157974.819,25100.2941
2020-10-12,19198.6509,42956.6836,7494.3916,36571.0616,52937.409,11872.3132,29613.0657,22240.95,64152.8392,81816.2943,27044.5472,62576.015,6792.7409,37169.5267,108898.0456,39414.4157,45964.8598,16268.3762,78744.7211,14292.4651,74429.0324,11324.0902,13338.4594,10848.0584,51740.4327,4795.2987,10644.7566,18737.3891,9421.9012,38259.0013,41918.2437,20207.7658,29561.592,13067.1937,211114.757,16856.5969,13260.1847,160771.8235,25456.7417
2020-10-13,18952.9488,42625.5344,7583.5811,36924.595,52389.1757,11674.3779,29345.1844,21398.6209,64200.1845,82323.0275,27245.0122,63001.3165,6615.3075,36434.6809,110182.1613,38577.8688,44750.0918,16133.2958,77497.7528,14023.6814,74403.7765,11299.5615,13429.9231,10419.6659,49929.2432,4935.1558,10324.251,19004.8368,9362.9151,37764.628,40212.2687,20142.4037,29703.8861,13423.0381,210357.621,16692.2469,12977.8654,160604.0033,25866.3904
2020-10-14,19003.7837,42440.0908,7625.6983,36819.8443,52411.105,11937.0228,29126.0087,21606.3185,63868.7676,81816.2943,26880.5304,63228.1439,6844.4923,36793.5591,109640.8184,38456.9805,45289.9887,16121.5497,77391.6278,13963.9517,73242.0068,11450.8219,13285.1056,10515.2435,48729.6241,5007.1614,10176.7617,19069.0243,9444.5882,38107.9428,40680.9432,20327.5962,29739.4596,13107.5472,208060.9751,16699.3926,13315.3252,162394.0862,25584.4244
2020-10-15,18470.0172,41565.8567,7432.4545,36152.0591,50788.3344,11659.1521,28310.1883,20908.2238,62590.4454,81499.5861,26516.0486,61526.9382,6709.9386,37408.7788,106594.191,36721.0248,44075.2206,15845.5159,74857.8944,13716.5,71562.4918,11467.1744,13254.6177,10091.9713,48447.3608,5713.3706,9983.8911,18288.0769,9195.0315,37901.9539,39574.8714,19875.5087,29597.1655,12957.1388,203417.2076,16259.9349,13015.3609,159261.4411,25552.5037
2020-10-16,18503.9071,42082.4495,7712.4103,37055.5332,51051.4864,11697.2165,28590.246,21185.1539,63821.4223,83399.8355,26625.3932,61611.9985,7057.4123,38767.3891,108306.3452,36629.1497,44418.7914,16127.4228,75494.6441,13985.2837,74429.0324,11491.7031,13593.7956,10289.9535,50446.7259,5707.8317,10046.2904,18625.061,9399.2142,36597.3577,40249.7627,20006.2328,29478.5871,13192.9218,218358.0249,16727.9752,13471.9242,163009.4272,25281.1779
2020-10-19,18690.3018,42400.3529,7791.6898,37199.5653,50832.1931,11780.9584,28505.0111,21306.3108,63442.6602,83822.1131,26825.8581,61413.5245,7023.4042,39049.3648,107916.0748,36609.8076,45253.1775,16039.3269,75229.3317,13882.8899,74125.962,11458.9981,13426.1121,10493.0559,51897.2457,5903.0778,10000.9091,18571.5715,9297.1228,36693.4858,40687.1922,19788.3593,29632.739,13137.8902,218509.4521,16760.1306,13564.5602,162673.7867,24961.9711
2020-10-20,18300.5675,41698.3164,7717.3653,37448.3481,51292.7091,11811.41,28456.3054,21450.5453,62188.0106,85067.8322,26516.0486,61129.9902,7156.4793,39809.8448,106531.2441,36464.7416,45559.9371,15804.4045,74897.6912,13887.1563,74378.5207,11487.615,13380.3803,10759.3078,52485.2942,5746.604,9813.7111,18710.6443,9088.4027,35745.937,41387.0793,19929.9771,29478.5871,13071.8522,217146.6072,16828.0143,13579.9995,162561.9065,25201.3762
2020-10-21,17995.558,41406.905,7757.005,36911.5011,49911.1611,11617.2811,27725.7199,21127.4601,61880.2663,84497.7574,26361.1439,60137.6203,7214.1451,38878.4704,104944.9836,36121.4189,44112.0318,15651.7049,73690.5198,13605.5735,72976.8202,11385.412,13555.6857,10574.9796,50227.1878,5453.0425,9663.3855,18127.6082,8965.893,34743.4578,40787.176,19178.3135,29941.0428,12844.388,215935.1896,16635.0817,13597.6445,160436.183,24961.9711
2020-10-22,17682.0761,40400.2112,7915.5641,38351.8222,50064.6664,11560.1844,27299.545,21283.2333,61667.2126,85891.2736,26106.0066,61413.5245,7360.5276,39057.9095,104164.4427,35483.1288,44062.9502,15522.4976,73279.2856,13362.3882,72496.9588,11160.5654,13696.6923,10673.9706,50532.973,5242.5645,9717.2758,18325.5196,9111.0896,34564.9341,40724.6861,19330.825,29988.4742,12723.3184,215632.3352,16913.7622,13734.3929,159597.0816,24855.5689
