,PUB FP Equity,RI FP Equity,RMS FP Equity,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,HO FP Equity,KER FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,CA FP Equity,CAP FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,SGO FP Equity,STLAP FP Equity,ERF FP Equity,GLE FP Equity,OR FP Equity,ORA FP Equity,VIV FP Equity,WLN FP Equity
2016-09-02,67.87,106.95,385.2,8.688,72.4034,19.3,69.32,79.47,163.46,53.19,22.4349,70.25,47.82,6.503,62.83,74.22,64.06,69.8692,15.578,116.45,29.12,14.615,54.19,156.2,24.0,16.308,23.255,89.14,95.91,43.985,248.8,19.4184,39.865,,37.115,33.16,174.55,13.7,5.223,29.085
2016-09-05,67.5,106.85,387.15,8.683,72.2278,19.325,68.82,80.37,162.58,53.86,22.5369,70.05,47.38,6.509,62.64,74.95,64.6,69.6107,15.404,116.6,28.815,14.72,54.14,155.45,23.9425,16.755,23.215,88.73,96.2,44.27,248.5,19.7559,39.735,,37.815,32.8,173.75,13.66,5.2346,28.96
2016-09-06,68.94,106.9,389.9,8.537,72.1546,19.18,69.03,80.33,162.07,54.4,22.8568,69.26,46.72,6.619,62.03,74.54,64.61,69.7002,15.408,117.0,28.915,14.76,53.83,156.15,23.9725,16.527,23.045,88.21,97.0,44.095,249.25,19.8957,39.5,,37.84,32.16,173.75,13.595,5.2186,28.65
2016-09-07,68.85,107.15,392.6,8.621,72.2351,19.365,69.32,80.32,163.83,54.75,23.084,69.78,46.975,6.81,62.28,74.62,64.51,70.0184,15.454,116.75,28.97,14.67,54.04,156.45,24.555,17.01,23.425,88.45,97.27,44.605,250.15,20.0307,39.705,,37.68,32.405,173.5,13.605,5.2404,28.31
2016-09-08,68.26,105.7,386.75,8.781,71.1008,19.615,68.74,79.58,165.04,55.5,22.7548,68.25,47.825,6.759,60.84,74.36,64.63,70.7843,15.298,116.35,29.015,14.68,53.38,154.1,24.385,16.701,23.185,87.79,96.54,44.445,248.0,20.0017,39.28,,37.71,33.065,170.45,13.72,5.2273,27.97
2016-09-09,67.81,104.1,383.25,8.786,69.9739,19.825,67.28,78.51,163.14,55.63,22.4442,66.58,47.93,6.77,59.4,73.85,64.69,69.9687,15.194,115.85,28.76,14.595,53.21,152.2,24.255,16.185,22.81,86.94,96.48,43.855,241.2,19.8716,38.5,,37.68,33.34,167.15,13.62,5.143,27.6
2016-09-12,66.94,104.0,383.9,8.647,69.264,19.265,66.98,79.63,162.58,54.5,22.217,66.24,46.875,6.684,59.5,72.74,63.79,69.5709,15.26,115.4,28.5,14.355,52.28,152.0,23.7825,15.735,22.49,85.73,95.24,43.435,238.4,19.6787,38.065,,37.42,32.725,167.25,13.39,5.0878,27.855
2016-09-13,66.7,102.85,387.05,8.496,72.5937,18.66,66.39,80.45,162.11,53.82,22.0594,64.91,46.015,6.778,59.38,72.02,63.87,68.9244,15.248,114.2,27.92,14.05,52.01,150.8,23.67,15.144,22.245,85.43,94.76,42.0,235.85,19.4955,37.545,,37.42,32.14,165.5,13.175,5.0209,28.045
2016-09-14,66.92,102.1,353.0,8.548,73.5537,18.51,66.35,80.0,160.35,53.06,22.0038,64.74,45.945,6.743,59.11,70.9,63.78,69.4416,15.218,114.45,28.04,13.88,52.24,147.4,23.5875,14.94,22.19,85.84,94.77,41.49,235.2,19.3798,37.495,,37.43,31.89,164.9,13.1,4.9846,28.17
2016-09-15,66.61,103.15,355.0,8.705,72.8775,18.97,66.76,80.3,161.42,52.81,21.8971,64.67,45.685,6.886,59.61,71.04,63.39,68.5962,15.29,114.55,28.08,13.735,52.37,147.65,23.8325,15.063,22.085,85.24,95.17,41.51,233.25,19.3895,37.69,,38.02,32.005,166.0,13.1,4.9584,28.29
2016-09-16,65.67,102.2,355.0,8.64,72.3216,18.57,66.11,80.81,162.39,52.58,21.7441,63.92,44.64,6.852,59.49,69.36,63.04,68.636,15.25,113.45,28.87,13.58,51.97,146.65,23.5825,14.745,22.135,85.29,94.95,40.605,232.45,19.2449,37.565,,38.76,31.13,164.6,13.365,4.9729,28.37
2016-09-19,66.94,103.65,357.55,8.609,72.8174,18.86,67.38,81.02,164.39,52.82,21.9018,64.7,44.93,7.027,60.47,71.01,64.01,69.2526,15.458,115.05,28.685,13.75,52.64,149.05,23.85,15.27,22.65,87.28,95.11,41.685,235.45,19.592,38.18,,39.005,31.26,166.6,13.425,5.0543,28.15
2016-09-20,67.1,104.2,363.85,8.589,72.1488,18.75,67.07,80.97,164.9,52.47,21.9064,65.02,44.955,7.131,60.27,70.52,63.65,69.4515,15.496,115.5,28.915,13.66,52.99,150.05,23.935,14.835,22.73,86.87,95.39,41.46,237.9,19.5245,38.065,,38.735,31.065,166.35,13.45,5.0834,28.085
2016-09-21,67.23,104.7,365.15,8.841,71.8858,19.26,67.02,80.72,164.25,52.65,22.064,65.29,46.24,7.196,61.0,71.93,64.32,68.3177,15.638,115.9,28.965,13.55,53.47,150.2,24.0225,15.255,22.71,86.94,95.14,41.525,236.1,19.5245,38.32,,40.035,31.665,166.1,13.59,5.0936,27.9
2016-09-22,68.36,106.35,372.5,8.953,73.2156,19.77,68.8,81.49,170.53,53.72,22.3608,66.55,47.3,7.263,63.13,73.72,65.6,68.5564,15.762,118.45,29.56,13.9,54.29,154.2,24.3075,16.092,23.385,87.77,95.15,43.055,241.85,19.8812,39.17,,41.275,32.385,169.7,13.74,5.2215,27.765
2016-09-23,68.05,106.35,370.4,8.877,72.4267,19.77,68.69,81.26,169.41,53.81,22.2541,66.08,46.955,7.186,62.96,72.38,65.04,68.079,15.604,118.4,29.62,13.855,54.05,153.75,24.365,16.494,23.45,87.64,95.63,42.535,243.6,19.5727,39.07,,40.885,31.89,169.0,13.74,5.2273,27.565
2016-09-26,66.4,105.8,365.65,8.634,70.9542,18.89,67.7,80.2,167.23,52.49,21.8879,65.55,45.42,7.145,62.29,70.74,63.39,67.2237,15.422,116.45,29.245,13.625,53.14,151.75,24.0725,16.26,23.015,87.16,93.74,41.73,241.3,19.4955,38.0,,40.215,30.95,166.65,13.525,5.1459,27.025
2016-09-27,66.35,105.65,362.15,8.543,70.834,18.64,67.69,79.79,166.34,52.14,21.503,65.98,45.185,7.145,61.98,71.24,63.1,67.5718,15.402,116.55,29.04,13.54,52.63,151.85,24.3475,15.945,22.935,87.14,94.35,40.77,243.1,19.5245,37.99,,40.36,30.625,167.55,13.76,5.1241,27.005
2016-09-28,68.08,105.35,365.8,8.702,71.9459,18.785,67.97,80.5,166.85,52.71,21.6468,65.94,45.615,7.237,62.33,72.6,63.83,67.9497,15.52,116.75,29.34,13.71,52.9,152.4,24.8075,16.278,23.04,87.79,94.98,40.97,242.6,19.7366,38.45,,40.355,30.97,168.45,13.935,5.175,27.305
2016-09-29,67.27,105.1,359.8,8.695,71.6304,18.72,67.76,81.91,164.9,53.3,21.7117,65.84,45.405,6.99,61.83,72.23,63.74,67.6613,15.414,114.55,29.545,13.89,52.69,150.7,24.52,16.65,23.055,87.48,94.85,42.67,240.15,19.751,38.395,,40.415,30.815,167.65,13.95,5.2113,27.05
2016-09-30,67.32,105.35,362.25,8.778,71.713,18.94,68.12,81.99,166.9,53.84,21.8322,66.05,45.77,7.266,62.06,73.14,64.0,67.2734,15.446,114.8,29.495,13.79,52.48,151.8,24.615,16.344,23.065,87.18,94.93,42.17,240.0,19.7655,38.47,,40.435,30.78,168.1,13.93,5.2186,26.945
2016-10-03,67.3,106.45,361.25,8.779,72.5995,18.735,68.06,82.39,168.06,53.74,21.8739,67.16,45.615,7.201,61.86,73.5,64.42,67.8701,15.446,115.25,29.42,13.68,52.46,152.0,24.5725,16.425,23.005,88.91,97.11,42.325,239.7,19.6691,38.625,,41.16,30.465,168.25,13.8,5.1328,27.01
2016-10-04,67.4,107.7,365.6,8.887,72.9452,18.97,68.43,82.0,173.41,54.85,21.7209,67.38,46.03,7.248,62.08,75.58,66.48,68.6161,15.432,114.75,29.925,13.595,52.45,156.6,24.7525,16.461,23.39,88.69,96.72,43.11,237.65,19.5486,38.765,,41.1,30.91,170.35,14.045,5.2564,26.88
2016-10-05,66.57,105.85,362.5,9.08,72.299,19.6,67.29,81.57,172.8,55.08,21.5494,66.45,47.6,7.232,62.1,76.67,65.9,68.3674,15.294,113.6,29.83,13.37,52.15,156.25,24.7025,16.578,23.365,87.11,95.3,43.07,227.9,19.187,38.88,,41.15,31.895,166.2,13.85,5.268,26.435
2016-10-06,65.84,105.35,360.1,9.114,70.7513,20.07,67.02,82.07,174.1,54.43,21.4799,65.75,48.55,7.335,63.14,76.6,66.5,68.4072,15.254,112.4,29.485,13.34,51.59,155.0,24.645,16.614,23.44,87.15,94.9,43.055,222.1,19.0858,38.905,,41.11,32.595,164.75,13.67,5.2608,26.35
2016-10-07,64.73,103.35,358.7,9.105,69.8723,20.16,66.35,81.69,172.8,53.83,21.2434,64.55,49.31,7.425,62.14,75.9,65.7,68.4271,15.006,111.5,29.44,13.075,50.6,155.4,24.48,16.959,23.025,84.12,94.08,42.93,219.4,18.8399,37.97,,41.105,32.87,163.25,13.6,5.2564,26.465
2016-10-10,66.0,105.2,362.4,9.189,70.1728,20.465,66.48,83.4,174.8,54.33,21.503,65.15,49.1,7.51,62.79,76.67,65.69,69.2526,15.11,113.2,29.73,13.235,51.23,157.05,24.6725,17.46,23.145,83.8,94.99,43.775,221.1,18.864,38.535,,41.345,33.075,164.7,13.84,5.3509,26.15
2016-10-11,65.39,105.2,367.45,9.255,69.7746,20.515,65.17,82.17,177.5,53.03,21.6329,64.87,48.55,7.299,62.0,76.27,63.83,68.9045,15.09,111.8,29.52,13.255,51.16,164.1,24.415,17.121,23.23,82.95,94.64,43.34,219.45,18.864,38.13,,41.05,33.04,164.05,13.85,5.2898,26.085
2016-10-12,65.51,103.75,365.55,9.35,69.5342,20.76,65.2,81.91,177.13,52.48,21.8693,64.1,48.335,7.096,61.68,75.5,63.22,68.1088,15.028,110.55,29.415,12.925,50.74,164.35,24.41,17.289,23.095,82.63,94.15,43.7,219.4,18.7579,38.085,,40.645,33.25,163.55,13.72,5.3044,26.415
2016-10-13,64.76,103.35,369.4,9.049,69.3839,20.04,65.6,81.09,174.8,52.42,21.8044,63.59,46.935,7.127,60.81,74.07,62.15,67.7906,15.002,110.35,29.255,12.915,50.81,163.0,24.17,16.773,22.84,82.45,95.25,43.4,223.5,18.8013,37.8,,41.295,32.24,162.75,13.68,5.2535,26.54
2016-10-14,65.5,104.4,373.6,9.21,70.0,20.345,67.04,82.9,178.89,52.6,22.2309,64.2,48.195,7.239,62.11,75.75,62.74,68.1287,15.182,111.2,30.105,13.16,51.91,166.8,24.215,17.046,23.16,81.11,96.55,44.13,225.05,18.9604,38.425,,41.79,32.85,167.9,13.905,5.3073,26.28
2016-10-17,65.55,104.6,369.6,9.264,69.1736,20.195,66.88,82.67,176.61,52.71,22.0362,63.81,48.5,7.349,61.89,76.04,62.97,67.5121,15.116,109.9,29.715,13.13,51.67,165.4,24.0925,17.163,23.055,80.55,96.37,43.6,223.25,18.9556,38.37,,41.86,32.955,166.35,13.925,5.2579,26.025
2016-10-18,65.96,106.4,370.85,9.409,69.9474,20.66,67.44,83.65,176.8,53.63,22.4488,63.69,49.315,7.473,62.57,76.67,63.4,68.4868,15.314,111.65,30.08,13.335,52.13,166.3,24.09,17.337,23.47,83.6,97.09,44.03,227.15,19.2256,38.805,,41.935,33.995,168.5,14.13,5.3349,26.0
2016-10-19,67.03,108.45,370.7,9.387,69.7596,20.465,67.23,85.45,176.71,54.13,22.3654,63.38,50.0,7.506,62.84,77.43,64.68,68.1486,15.368,111.25,29.905,13.315,52.1,167.35,24.0675,17.658,24.57,83.2,97.43,44.155,226.45,19.1484,38.855,,42.225,34.215,168.3,14.015,5.3683,25.89
2016-10-20,63.2,109.75,372.7,9.527,69.9549,20.505,67.17,85.05,176.24,54.27,22.1197,63.59,51.06,7.329,63.0,77.59,64.57,69.0239,15.34,111.1,29.645,13.375,51.8,168.1,24.28,17.712,24.355,82.77,97.58,44.46,227.75,19.2256,38.825,,42.29,34.81,167.55,14.015,5.3698,24.5
2016-10-21,62.4,110.25,367.4,9.54,70.0751,20.545,67.38,85.02,176.43,54.26,22.166,63.47,51.64,7.403,62.73,76.88,64.38,68.8249,15.33,104.9,29.86,13.295,51.7,167.15,24.3975,18.519,24.315,83.4,98.46,44.32,227.15,19.1725,38.945,,42.57,34.7,167.2,14.08,5.4119,25.255
2016-10-24,62.21,109.2,370.4,9.859,69.7446,20.835,67.73,85.23,177.26,54.83,22.3144,62.77,52.69,7.422,63.13,77.49,64.07,68.8249,15.32,103.65,29.83,13.19,51.66,168.0,24.6975,18.615,24.28,83.67,97.36,44.35,229.45,19.1629,39.225,,42.815,35.715,166.35,14.085,5.3901,25.055
2016-10-25,61.16,107.75,368.35,9.898,70.6161,20.76,67.48,84.92,175.13,53.39,22.0038,62.94,52.82,7.246,62.4,76.71,62.75,68.1486,14.256,101.95,30.22,13.215,51.86,166.9,24.7325,18.861,24.28,82.64,97.23,44.46,229.65,19.0906,39.3,,41.22,35.82,165.65,14.665,5.3087,24.97
2016-10-26,61.6,107.6,371.2,9.925,69.1285,20.71,66.65,84.93,188.7,55.4,22.115,62.5,52.91,7.224,62.07,79.14,63.3,67.7408,14.482,103.5,29.95,13.285,51.6,168.05,24.7325,18.564,24.135,76.62,96.26,44.015,222.7,19.1436,38.84,,40.91,35.89,165.35,14.69,5.3015,24.815
2016-10-27,61.51,108.6,375.55,9.945,69.5417,20.825,65.79,84.7,188.7,55.45,22.1243,63.5,53.5,7.984,60.21,79.36,63.7,68.4868,14.508,103.75,29.76,13.235,51.15,168.0,24.4875,18.399,24.155,75.45,96.37,44.565,216.8,19.0183,38.64,,41.18,36.465,165.8,14.595,5.3552,24.64
2016-10-28,62.42,108.5,374.1,9.937,70.263,20.7,65.71,85.43,189.63,55.0,22.4952,63.51,53.97,8.434,61.15,79.4,63.15,71.0428,14.528,103.05,29.56,13.32,51.48,167.95,24.61,18.336,24.125,75.54,96.41,44.4,217.65,19.187,40.81,,41.025,36.105,166.0,14.505,5.348,24.71
2016-10-31,62.5,108.35,369.1,9.832,69.6319,20.535,65.98,85.77,187.82,54.15,22.6899,63.08,52.84,8.687,61.14,79.11,62.63,70.5754,14.428,102.4,29.705,13.135,51.49,165.55,24.6575,18.414,23.895,75.48,96.27,43.72,217.0,19.1677,40.445,,41.39,35.56,163.05,14.35,5.3552,25.04
2016-11-01,61.74,107.8,367.5,9.69,69.0834,20.55,65.02,85.26,186.47,53.32,22.5879,62.56,52.74,8.383,60.32,77.38,62.19,70.6649,14.29,102.35,29.385,12.935,51.06,165.15,24.395,18.084,23.745,74.92,96.05,43.275,212.95,19.0086,39.55,,40.28,35.015,163.1,14.15,5.3349,24.315
2016-11-02,61.22,106.45,366.95,9.504,68.7453,19.78,64.82,84.67,183.68,52.59,22.2912,61.94,50.76,8.188,60.11,74.87,60.98,71.4606,14.196,101.6,29.185,12.7,50.97,162.75,24.155,17.958,23.56,74.85,92.9,42.4,214.9,18.623,39.21,,40.09,34.185,161.6,14.11,5.2927,24.02
2016-11-03,61.16,105.25,368.4,9.667,68.0766,19.975,63.64,84.41,184.0,52.08,22.523,61.53,51.51,8.11,59.57,75.47,60.28,71.8982,14.166,101.6,28.695,12.65,50.29,162.9,23.9025,18.153,23.82,75.0,91.49,42.32,212.6,17.4419,39.25,,40.18,36.07,161.6,14.015,5.3189,24.37
2016-11-04,60.25,104.55,365.75,9.519,68.302,19.39,62.85,84.16,180.94,51.92,21.9991,61.22,50.64,8.105,59.26,75.01,60.06,71.1721,14.078,101.0,28.26,12.745,49.765,161.7,23.715,17.781,23.65,74.17,91.09,42.125,211.2,17.0417,38.88,,39.9,35.58,165.1,13.8,5.2608,24.31
2016-11-07,60.72,105.3,369.8,9.731,69.4891,20.145,63.68,85.32,183.91,53.15,22.3561,61.49,52.53,8.443,60.7,77.23,61.41,71.8783,14.132,102.85,28.83,12.97,50.59,164.25,24.1125,18.393,24.04,74.59,92.02,42.885,214.05,17.0417,39.59,,40.205,36.82,165.45,13.98,5.2738,24.285
2016-11-08,60.36,106.1,376.5,10.28,69.737,20.345,63.58,85.28,184.7,52.82,22.0084,61.26,53.12,8.462,60.66,77.03,61.52,72.4949,14.19,101.9,28.905,13.005,50.71,166.15,23.98,17.595,23.835,74.06,92.35,43.205,214.25,16.9212,39.61,,40.35,37.39,166.7,13.97,5.236,25.08
2016-11-09,59.19,105.05,374.65,10.67,70.1728,21.28,64.22,89.49,185.58,54.26,23.9974,60.74,54.8,8.6,61.7,75.4,62.52,76.7318,14.17,103.7,29.88,12.75,51.57,165.6,24.0675,19.44,23.575,74.01,86.85,43.495,212.3,16.5934,40.93,,40.745,38.875,163.9,14.06,5.2549,25.285
2016-11-10,59.68,101.0,365.6,10.59,71.5778,22.2,61.23,91.63,180.33,55.35,24.1086,58.0,55.41,8.311,64.05,72.7,63.81,76.5628,13.982,100.25,30.54,11.775,53.88,162.55,23.65,19.647,22.48,72.54,86.31,43.59,206.05,15.9811,41.605,,40.545,40.205,158.95,13.685,5.7274,24.765
2016-11-11,59.25,100.45,366.3,10.685,71.3449,22.15,60.7,91.12,181.82,54.76,24.5166,58.75,54.75,8.265,62.93,74.06,62.84,75.6577,14.04,100.5,30.08,11.72,53.36,162.0,23.64,19.113,22.33,72.43,85.85,42.45,207.8,16.3909,40.985,,40.5,39.79,157.15,13.545,5.6765,24.46
2016-11-14,59.19,100.35,364.65,10.85,71.7506,22.71,60.03,90.55,181.82,56.37,24.7577,58.2,55.66,8.468,63.88,73.25,63.1,76.7617,13.816,101.2,30.13,11.59,52.86,162.7,23.75,20.055,22.05,71.59,85.72,42.16,205.15,15.6581,41.215,,40.0,40.465,157.0,13.425,5.691,24.36
2016-11-15,59.47,101.7,375.8,10.885,70.6011,22.56,60.85,90.29,184.42,56.47,25.2306,59.07,55.49,8.555,63.82,74.15,62.58,76.9407,13.876,102.15,30.16,11.61,53.13,165.8,24.21,19.947,22.435,73.0,89.3,43.515,207.75,15.8028,41.14,,40.3,40.475,157.9,13.625,5.5733,24.485
2016-11-16,60.7,102.2,369.45,10.79,70.1578,22.22,60.89,90.13,181.63,54.82,24.971,58.6,54.18,8.585,61.95,73.75,61.88,77.1695,13.928,101.5,30.96,11.53,52.35,162.5,24.19,20.049,22.31,74.41,89.85,43.37,205.85,15.8751,40.85,,41.125,40.0,157.3,13.54,5.582,24.9
2016-11-17,61.41,102.75,376.25,10.79,71.2171,22.17,61.35,89.77,183.35,55.53,24.8551,58.7,54.6,8.706,62.09,74.27,62.16,76.8114,14.08,102.05,31.415,11.51,52.0,165.55,24.4575,20.097,22.38,75.65,90.94,43.68,208.95,16.092,41.45,,41.655,40.205,157.55,13.74,5.5544,25.365
2016-11-18,60.47,102.7,376.65,10.81,70.5109,21.9,61.09,89.25,185.12,55.24,24.6233,58.82,54.39,8.883,62.01,74.35,62.46,75.6378,14.27,101.95,31.615,11.255,51.88,165.25,24.6575,19.716,22.23,76.59,91.2,43.12,208.3,15.8124,41.34,,42.195,40.22,159.4,13.66,5.3363,25.625
2016-11-21,60.61,101.8,381.0,10.775,70.7062,21.82,61.1,91.38,186.42,57.68,24.6372,58.91,54.5,8.981,62.32,73.83,63.85,75.2897,14.378,101.8,31.72,11.52,52.47,168.3,24.8875,19.902,22.18,76.2,91.69,44.0,207.5,15.9136,41.44,,42.51,40.245,159.35,13.715,5.2782,25.435
2016-11-22,59.72,101.35,379.4,10.995,70.9316,22.63,58.8,90.74,187.3,58.4,24.7809,58.89,55.77,9.276,62.08,74.99,64.26,74.5836,14.396,95.63,32.4,11.62,53.12,168.1,25.15,21.036,22.535,76.02,91.67,44.16,208.6,16.0534,41.525,,42.55,40.55,159.9,13.815,5.268,25.44
2016-11-23,60.52,100.1,376.8,10.915,70.6386,22.27,59.31,90.38,185.35,59.78,24.5723,58.6,55.65,9.375,61.75,73.83,64.02,73.768,14.324,96.27,31.93,11.49,51.99,167.25,25.1875,21.225,22.345,74.88,91.75,44.055,210.35,15.8365,41.06,,42.075,40.155,159.7,13.725,5.2041,24.87
2016-11-24,61.22,98.0,379.4,10.88,71.0669,22.27,60.11,91.29,186.56,60.04,24.512,58.96,55.29,9.349,62.0,73.34,63.87,74.1758,14.414,98.54,32.385,11.42,52.2,168.25,25.35,21.525,22.275,75.49,92.42,44.095,210.15,15.7497,41.04,,42.38,40.045,160.2,13.71,5.1677,24.88
2016-11-25,60.7,98.88,381.85,10.835,71.1796,22.14,60.31,91.99,186.28,60.31,24.6743,60.04,54.94,9.26,62.1,73.36,63.78,74.8521,14.532,99.01,32.34,11.545,52.4,169.0,25.325,21.537,22.395,75.56,93.23,44.1,211.05,15.7112,40.85,,43.115,39.92,161.85,13.77,5.1503,24.65
2016-11-28,60.61,97.95,379.6,10.6,70.5034,21.76,60.19,91.93,185.35,60.05,24.3312,59.72,53.5,9.218,61.39,73.6,63.3,74.7327,14.428,98.64,31.7,11.56,51.83,167.5,25.175,21.279,22.18,75.45,92.41,44.035,210.7,15.7979,40.185,,43.41,39.075,160.0,13.6,5.1256,24.36
2016-11-29,61.23,98.05,383.65,10.65,71.2622,22.0,61.37,92.31,189.95,60.43,23.9649,59.88,54.39,9.311,62.15,74.01,64.1,75.9063,14.512,100.05,31.865,11.63,51.75,170.75,25.35,21.156,22.195,75.79,92.69,43.92,210.9,15.7353,40.605,,43.0,39.9,161.15,13.77,5.2331,24.3
2016-11-30,61.23,99.0,389.4,10.65,72.1863,22.23,61.23,92.13,190.56,60.27,23.7006,59.36,54.78,9.624,62.82,74.34,64.77,75.6975,14.404,100.1,32.0,11.65,52.75,171.7,25.25,21.384,22.12,74.5,92.14,44.955,208.25,15.7208,40.925,,41.295,40.585,161.05,13.755,5.2302,24.5
2016-12-01,60.69,96.56,388.35,10.75,72.1037,22.41,60.57,91.97,187.86,60.05,23.8073,58.5,55.9,9.391,62.76,75.61,65.2,74.7526,14.248,98.98,32.195,11.585,52.42,170.55,25.2,21.786,21.56,72.98,91.81,45.06,203.7,15.1712,40.68,,40.58,40.97,158.6,13.63,5.2302,24.24
2016-12-02,60.25,97.2,387.0,10.6,71.6078,22.22,60.34,91.67,187.72,58.99,23.6311,58.39,54.59,9.299,62.56,74.28,64.91,74.8919,13.98,97.97,31.57,11.535,52.03,169.15,25.25,21.513,21.59,72.65,90.58,44.905,205.5,15.0652,40.23,,41.105,40.21,158.85,13.4,5.1227,23.62
2016-12-05,60.69,97.32,389.25,10.855,72.3666,22.775,60.52,92.45,190.37,59.88,23.5337,58.61,55.3,9.564,63.65,76.29,65.48,75.6478,14.072,99.0,31.705,11.52,52.2,171.1,25.3125,22.569,21.92,73.44,91.1,44.95,204.85,14.9157,40.79,,40.205,40.9,159.1,13.24,5.1343,24.06
2016-12-06,61.61,97.62,388.4,11.275,73.7641,23.44,61.51,92.11,190.37,59.4,23.8815,58.75,58.15,9.671,64.08,78.06,66.1,75.1405,13.944,100.15,32.205,11.855,52.07,173.1,25.4375,22.527,22.035,73.58,91.34,45.085,207.4,15.258,41.325,,40.0,43.255,160.8,13.425,5.2041,24.23
2016-12-07,60.24,97.92,392.9,11.38,75.8828,24.38,61.85,90.95,193.9,58.58,24.2755,58.9,59.46,9.671,64.76,80.1,66.58,74.693,13.65,100.35,32.905,11.92,52.65,175.7,26.2,23.649,22.35,75.43,91.54,45.75,209.7,15.0073,42.48,,39.375,44.865,162.15,13.49,5.1852,23.505
2016-12-08,61.08,98.39,394.7,11.615,77.1976,24.365,62.33,91.09,197.95,59.32,24.4007,59.99,60.61,10.13,64.93,82.31,66.47,74.6731,13.684,100.45,33.27,11.945,52.3,176.55,26.2125,24.426,22.89,76.09,92.21,45.915,210.15,15.0893,42.835,,39.45,46.86,162.6,13.735,5.1561,23.55
2016-12-09,63.74,100.95,396.0,11.495,78.1367,23.945,62.38,90.4,197.58,59.58,24.1782,61.32,60.0,9.981,65.06,81.43,66.54,75.9163,13.984,103.7,33.465,11.935,52.29,176.1,26.3875,23.043,23.28,76.8,93.99,46.425,216.45,15.3159,42.695,,40.0,46.36,167.2,13.5,5.4904,24.12
2016-12-12,63.39,101.55,389.6,11.565,77.9489,23.99,62.96,90.44,197.02,60.45,24.155,61.02,59.21,9.871,64.79,80.93,67.09,75.9859,13.824,103.15,33.46,11.975,52.9,176.15,26.2125,23.127,23.225,76.53,93.08,46.99,211.7,15.4075,42.49,,40.575,46.055,166.25,13.515,5.3771,24.155
2016-12-13,64.5,101.55,395.8,11.52,78.1367,23.95,64.04,90.52,196.51,62.85,24.2755,61.83,59.73,10.095,65.0,82.14,67.51,77.0501,14.024,104.6,33.275,12.2,53.36,177.9,25.9,22.35,23.435,76.39,93.2,47.43,216.4,15.4653,42.985,,40.715,46.55,168.05,13.77,5.393,24.85
2016-12-14,64.51,101.1,389.95,11.54,78.024,23.67,63.34,89.62,193.67,62.4,24.2014,61.58,58.59,10.07,64.87,82.93,67.39,75.0411,13.958,103.5,33.39,12.03,53.27,176.5,26.2,22.74,23.09,76.5,92.0,47.11,215.5,15.0411,43.345,,40.17,45.93,168.25,13.86,5.2564,24.56
2016-12-15,64.8,101.35,386.7,11.975,79.1886,23.98,63.8,91.92,194.28,64.1,24.2941,61.31,61.7,10.215,65.26,84.07,68.85,75.5881,14.098,103.55,34.015,11.99,53.15,177.75,26.275,22.371,22.82,78.01,91.85,47.495,213.75,15.1086,43.695,,40.765,47.5,167.85,13.715,5.2913,25.555
2016-12-16,64.23,102.55,387.3,11.9,79.6769,23.99,64.27,91.88,196.97,64.18,24.0344,61.24,60.96,10.43,65.72,85.25,68.61,73.9868,14.09,105.25,33.85,12.125,53.2,179.2,26.275,22.371,22.77,78.61,93.89,48.21,216.8,15.0459,43.425,,40.82,46.955,169.1,14.0,5.2855,25.385
2016-12-19,64.07,103.0,389.45,11.735,79.6394,23.75,64.56,91.22,197.9,63.25,24.2153,60.4,60.5,10.475,65.45,85.06,67.81,74.4543,14.07,105.05,34.1,12.245,53.16,179.2,26.175,21.33,22.86,79.22,94.01,47.895,220.5,15.1761,43.5,,40.675,46.43,170.0,14.21,5.3044,25.765
2016-12-20,64.77,103.15,387.85,11.945,78.9632,24.07,64.32,91.3,196.6,63.84,24.1874,59.71,61.47,10.645,65.56,85.95,68.01,75.2599,14.324,105.65,34.075,12.335,53.77,179.0,26.5625,21.786,22.88,79.54,94.25,48.27,221.85,15.499,43.63,,40.515,46.985,170.9,14.215,5.3422,25.785
2016-12-21,65.48,102.45,386.0,11.965,79.0759,23.995,64.22,91.52,196.97,63.0,24.1828,59.0,61.21,10.72,65.46,85.8,68.06,74.7924,14.346,105.35,34.195,12.26,53.63,179.6,26.5125,21.927,22.78,79.67,94.0,47.595,222.0,15.4701,43.645,,40.195,46.84,170.55,14.19,5.3276,25.895
2016-12-22,65.13,102.25,386.5,12.01,78.9256,24.065,64.28,91.8,198.09,62.72,24.1179,59.08,61.58,10.615,65.22,85.35,68.07,75.6676,14.338,105.1,34.14,12.135,53.89,179.75,26.4625,21.402,22.735,78.98,95.74,48.19,221.5,15.3351,43.64,,40.295,46.885,171.5,14.135,5.191,25.785
